"week_ending","region","avg_price_nonorg","total_nonorg_units","total_nonorg_bag_units","total_org_units","total_org_bag_units","plu4046","plu4225","plu4770","small_nonorg_bag","large_nonorg_bag","xlarge_nonorg_bag","avg_price_org","plu94046","plu94225","plu94770","small_org_bag","large_org_bag","xlarge_org_bag","bulk_nonorg_gtin","bulk_org_gtin"
2017-01-02,"California",0.89,7175276.66,1940375.45,164137.04,67432.96,2266313.37,2877688.31,90899.53,1762033.74,151333.95,27007.76,1.46,31267.65,65430.27,6.16,50963.98,16468.98,0,NA,NA
2017-01-02,"Great Lakes",0.88,4225245.4,1242361.15,104153.91,30248.76,636277.7,2157249.6,189356.95,885769.21,349032.8,7559.14,1.44,4104.86,69800.29,0,23593.03,6655.73,0,NA,NA
2017-01-02,"Midsouth",1.12,2878967.54,875004.19,72287.79,31029.83,653896,1285364.27,64703.08,719379.64,151226.51,4398.04,1.72,3353.64,36090.72,1813.6,29203.33,1826.5,0,NA,NA
2017-01-02,"Northeast",1.35,3513388.32,709623.08,115256.09,68924.04,174842.62,2589315.66,39606.96,659611.76,49532.71,478.61,2,9132.13,36276.39,923.53,65447.53,3476.51,0,NA,NA
2017-01-02,"Plains",0.83,2382742.62,405848.3,47042.21,25882.95,1462454.22,509659.58,4780.52,387097.97,13008.21,5742.12,1.62,4547.17,15245.73,1366.36,17253.74,8629.21,0,NA,NA
2017-01-02,"South Central",0.64,6687273.64,1352721.61,66616.54,39327.05,3587283.29,1719720.01,27548.73,1105953.16,230434.03,16334.42,1.23,22474.95,4797.17,17.37,37358.81,1968.24,0,NA,NA
2017-01-02,"Southeast",0.94,4655896.95,1734224.41,49777.56,35427.37,1826477.14,1085898.73,9296.67,731587.7,1000752.82,1883.89,1.43,4157.31,9930.6,262.28,15637.05,19790.32,0,NA,NA
2017-01-02,"West",0.79,7360925.84,3160618.53,189700.7,133122.73,2100350.66,1976304.53,123652.12,2299700.47,857388.28,3529.78,1.19,20783.06,35758.45,36.46,33998.5,99124.23,0,NA,NA
2017-01-08,"California",1,6653048.21,1985817.56,177777.4,74537.64,1988635.39,2569566.25,109029.01,1807926.97,144375.5,33515.09,1.5,33563.39,69671.75,4.62,69842.47,4695.17,0,NA,NA
2017-01-08,"Great Lakes",0.99,4067134.96,1391152.27,100134.77,38292.3,725716.77,1755106.4,195159.52,1010322.96,367740.51,13088.8,1.55,4237.93,57604.54,0,28785.23,9507.07,0,NA,NA
2017-01-08,"Midsouth",1.11,3454819.97,1007510.87,90503.81,43357.66,777266.14,1624949.84,45093.12,873053.26,130291.21,4166.4,1.61,3638.19,41242.82,2265.14,40878.78,2478.88,0,NA,NA
2017-01-08,"Northeast",1.25,4691937.5,940930.8,132079.47,91268.98,203756.33,3517891.27,29359.1,882013.66,58723.55,193.59,1.99,10600.01,29899.55,310.93,86129.69,5139.29,0,NA,NA
2017-01-08,"Plains",1.06,1890389.78,489853.49,56310.43,27554.2,915300.05,479607.98,5628.26,450604.75,32676.07,6572.67,1.67,4527.73,18578.92,5649.58,21617.03,5937.17,0,NA,NA
2017-01-08,"South Central",0.74,6347964.79,1494967.09,104424.88,72031.06,3529761.56,1305030.08,18206.06,1296031.4,183062.26,15873.43,1.1,26212.5,6181.32,0,69782.27,2248.79,0,NA,NA
2017-01-08,"Southeast",1.17,3512131.09,1360426.17,61788.03,41384.94,1510770.18,635042.26,5892.48,818150.8,540435.37,1840,1.41,5147.21,14914.5,341.38,20688.4,20696.54,0,NA,NA
2017-01-08,"West",0.86,7432376.14,3173413.41,267702.99,192343.11,2158521.28,1969740.61,130700.84,2194867.87,974954.56,3590.98,1.09,29794.9,45439.29,125.69,41364.31,150978.8,0,NA,NA
2017-01-15,"California",0.93,6656554.36,2036110,142739.21,56834.4,2075029.62,2450277.12,95137.62,1910596.03,99912.91,25601.06,1.66,27811.48,58090.25,3.08,55364.11,1470.29,0,NA,NA
2017-01-15,"Great Lakes",1.05,3893220.87,1337522.67,103487.72,31857.6,667328.63,1705655.8,182713.77,878109.85,449340.86,10071.96,1.7,4370.03,67260.09,0,25703.71,6153.89,0,NA,NA
2017-01-15,"Midsouth",1.23,3034320.24,1003636.5,88279.56,38879.34,693675.19,1293221.45,43787.1,876946.57,125271.44,1418.49,1.67,3414.04,43794.8,2191.38,37053.18,1826.16,0,NA,NA
2017-01-15,"Northeast",1.36,4250958.55,1037160.29,134840.81,93551.03,203358.77,2913734.21,96705.28,969744.48,64997.68,2418.13,1.94,9284.34,31877.36,128.08,91994.71,1556.32,0,NA,NA
2017-01-15,"Plains",1.05,2064194.02,602928.33,64677.46,35036.09,925668.48,529337.88,6259.33,545116.32,46315.29,11496.72,1.56,5384.45,18694.14,5562.78,23848.37,11187.72,0,NA,NA
2017-01-15,"South Central",0.68,7103726.14,1485123.69,109017.25,80331.94,4335593.06,1264050.32,18959.07,1360058.7,110035.17,15029.82,1.06,22335.2,6350.11,0,78546.46,1785.48,0,NA,NA
2017-01-15,"Southeast",1.17,3843139.76,1426391.37,63939.14,46442.97,1686737.9,724373.09,5637.4,784077.42,641123.95,1190,1.36,4716.66,12386.68,392.83,24971.94,21471.03,0,NA,NA
2017-01-15,"West",0.85,7449374.27,3224745.12,268743.11,182620.2,2349466.71,1745015.51,130146.93,2120972.62,1101921.17,1851.33,1.06,43816.58,41834.41,471.92,62810,119810.2,0,NA,NA
2017-01-22,"California",0.76,8153340.48,2297516.21,136422.97,54039.34,3089603.62,2659661.41,106559.24,2207074.93,61563.24,28878.04,1.53,28034.89,54342.56,6.18,49913.43,4125.91,0,NA,NA
2017-01-22,"Great Lakes",0.95,4696372.14,1540187.35,155334.45,77608.01,680490.86,2241043.46,234650.47,1068557,455206.07,16424.28,1.19,3657.79,74068.65,0,27302.29,50305.72,0,NA,NA
2017-01-22,"Midsouth",1.17,3394184.15,1042787.65,96918.39,53600.52,737948.84,1519035.24,94412.42,859648.57,181562.03,1577.05,1.49,2981.29,38351.15,1985.43,39758.09,13842.43,0,NA,NA
2017-01-22,"Northeast",1.39,5007356.22,1055777.33,135079.52,92174.16,206778.67,3425747.61,319052.61,978886.09,68710.32,8180.92,1.93,10781.15,31238,886.21,91298.2,875.96,0,NA,NA
2017-01-22,"Plains",1.09,1812652.88,513455.77,55867.65,28245.56,790172.66,503597.38,5427.07,463066.89,48648.26,1740.62,1.57,5924.1,18291.59,3406.4,18114.66,10130.9,0,NA,NA
2017-01-22,"South Central",0.74,6207638.5,1206275.22,147163.14,112155.82,4020198.09,957479.68,23685.51,1066264.87,128528.14,11482.21,1.02,28151.07,6856.25,0,107713.44,4442.38,0,NA,NA
2017-01-22,"Southeast",0.97,4992701.64,1895585.8,58686.47,41513.94,1897606.32,1188251.05,11258.47,834407.94,1059745.36,1432.5,1.36,4163.56,12655.77,353.2,21717.79,19796.15,0,NA,NA
2017-01-22,"West",0.82,7876147.38,3213159.53,208810.31,130751.41,2831351.41,1718065.83,113570.61,1984947.54,1227056.13,1155.86,1.2,32006.16,45982.34,70.4,45987.98,84763.43,0,NA,NA
2017-01-29,"California",0.76,8055482.07,2601998.58,165225.54,68270.7,3009291.31,2295856.21,148335.97,2504421.68,48343.02,49233.88,1.44,30958.58,65973.06,23.2,52928.72,15341.98,0,NA,NA
2017-01-29,"Great Lakes",1.01,3799154.1,1392665.24,129565.39,52233.41,593815.23,1631554.73,181118.9,891429.94,485161.76,16073.54,1.35,4443.31,72888.67,0,24074.61,28158.8,0,NA,NA
2017-01-29,"Midsouth",1.22,3151000.47,1003194.05,95499.48,44787.35,740797,1363481.75,43527.67,845213.44,153112.84,4867.77,1.54,3428.23,45235.31,2048.59,33303.24,11484.11,0,NA,NA
2017-01-29,"Northeast",1.39,4155042.11,1068859.88,132820.76,93307.41,201045.06,2754050.67,131086.5,988168.37,73048.91,7642.6,1.93,10226.18,29196.51,90.66,91291.73,2015.68,0,NA,NA
2017-01-29,"Plains",1.06,2057899.39,585212.29,49505.09,27406.37,896361.8,569685.24,6640.06,503163.84,55896.78,26151.67,1.55,4305.53,16857.63,935.56,16105.53,11300.84,0,NA,NA
2017-01-29,"South Central",0.76,6449698.15,1311901.56,121203.53,80625.93,4041490.37,922431.65,173874.57,996674.85,306892.76,8333.95,1.08,35172.06,5405.54,0,76958.46,3667.47,0,NA,NA
2017-01-29,"Southeast",1.12,4143712.22,1561928.47,53543.13,36238.85,1855817.07,719826.98,6139.7,947470.76,611716.88,2740.83,1.43,4423.96,12562.99,317.33,13961.85,22277,0,NA,NA
2017-01-29,"West",0.85,7561590.72,3311551.83,205843.17,122418.39,2695457.93,1426577.31,128003.65,2241712.64,1065787.79,4051.4,1.29,38850.43,44464.74,109.61,37767.77,84650.62,0,NA,NA
2017-02-05,"California",0.67,11213596.29,3462625.7,169739.8,50492.63,3986429.59,3550403.07,214137.93,3403581.49,7838.83,51205.38,1.36,37220.31,82017.4,9.46,49406.12,1086.51,0,NA,NA
2017-02-05,"Great Lakes",0.73,6575186.76,1796712.53,149650.5,75087.96,1338529.97,3117639.02,322305.24,1334037.61,449566.65,13108.27,1.14,4548.46,70014.08,0,20170.52,54917.44,0,NA,NA
2017-02-05,"Midsouth",0.95,4703681.01,1116991.27,101147.78,53791.99,1220323.46,2257429.97,108936.31,950345.69,161722.79,4922.79,1.49,3676.77,42152.81,1526.21,39453.34,14338.65,0,NA,NA
2017-02-05,"Northeast",1.23,6724196.61,1039504.25,160843.63,111312.31,624600.42,4684187.02,375904.92,943595.66,84785.68,11122.91,1.81,11663.51,37623.06,244.75,101921.32,9390.99,0,NA,NA
2017-02-05,"Plains",0.76,3575499.21,609037.63,48964.14,26095.14,2157030.64,801199.59,8231.35,579814.97,21646.18,7576.48,1.6,3181.84,19535.39,151.77,15341.1,10754.04,0,NA,NA
2017-02-05,"South Central",0.62,9421609.22,2008503.26,104656.52,69610.7,5160896.68,1821670.82,430538.46,1652465.83,346207.63,9829.8,1.12,30563.62,4482.2,0,63084.5,6526.2,0,NA,NA
2017-02-05,"Southeast",0.81,7545938.97,2119515.03,52925.32,31069.6,3878267.73,1537592.22,10563.99,1194582.55,919049.98,5882.5,1.54,9542.26,12078.59,234.87,11391.87,19677.73,0,NA,NA
2017-02-05,"West",0.66,11274749.11,4145406.7,227693.33,145810.25,4377537.67,2558039.85,193764.89,2508731.79,1627453.06,9221.85,1.15,35703.61,46107.73,71.74,41936.54,103873.71,0,NA,NA
2017-02-12,"California",0.79,6862176.64,2403372.01,151754.58,68554.25,2429385.13,1870884.97,158534.53,2247565.14,101368.24,54438.63,1.54,27367.52,55812.63,20.18,66789.82,1764.43,0,NA,NA
2017-02-12,"Great Lakes",0.88,4129136.03,1419928.75,162213.86,88458.9,765348.23,1694610.53,249248.52,978488.81,422557.68,18882.26,1.08,5063.86,68691.1,0,23146.58,65312.32,0,NA,NA
2017-02-12,"Midsouth",1.07,3403723.66,1054822.3,129193.22,82555.14,936823.61,1373680.54,38397.21,860148.6,190222.35,4451.35,1.21,3448.61,41590.11,1599.36,35082.56,47472.58,0,NA,NA
2017-02-12,"Northeast",1.19,5367769.78,1198725.17,153268.97,106936.74,736158.49,3387834.41,45051.71,1079129.7,111229.11,8366.36,1.91,11370.64,34465.58,496.01,102275.82,4660.92,0,NA,NA
2017-02-12,"Plains",0.94,2097983.48,541875.2,59073.9,36039.86,1041604.45,490947.03,23556.8,466641.32,53465.68,21768.2,1.49,4047.83,17976.54,1009.67,20023.2,16016.66,0,NA,NA
2017-02-12,"South Central",0.68,7043078.06,2088587.39,121268.68,80823.28,3640314.18,1098974.88,215201.61,1790736.15,276301.68,21549.56,1.12,34932.59,5509.9,2.91,70954.77,9868.51,0,NA,NA
2017-02-12,"Southeast",0.91,4584245.6,1327439.92,69669.46,50362,2444616,806769.91,5419.77,800309.01,522265.71,4865.2,1.29,7177.42,11876.06,253.98,28837.29,21524.71,0,NA,NA
2017-02-12,"West",0.76,7589357.36,2944257.82,214333.3,109158.87,3057701.43,1460486.11,126912,1699471.1,1241913.98,2872.74,1.52,43227.87,61842.48,104.08,63558.21,45600.66,0,NA,NA
2017-02-19,"California",0.95,6194368.66,1918345.42,183797.3,84835.19,1999799.14,2098407.09,177817.01,1728825.22,145454.71,44065.49,1.5,27932.48,71026.47,3.16,83854.04,981.15,0,NA,NA
2017-02-19,"Great Lakes",1.1,3184221.55,1171348.2,226000.27,155259.19,458082.87,1329999.72,224790.76,721288.96,401353.64,48705.6,0.9,4432.89,66308.19,0,29892.25,125366.94,0,NA,NA
2017-02-19,"Midsouth",1.19,2929351.67,1007621.1,148184.85,93642.51,665322.17,1215056.58,41351.82,857235.29,147587.67,2798.14,1.14,4325.51,48328.21,1888.62,32456.16,61186.35,0,NA,NA
2017-02-19,"Northeast",1.36,3526205.21,924248.45,592952.35,102105.79,321067.02,2259557.92,21331.82,848018.16,75165.19,1065.1,1.43,127051.75,363472.25,322.56,91672.29,10433.5,0,NA,NA
2017-02-19,"Plains",0.96,2087617.13,586670.84,55912.77,33567.15,1035888.35,444278.43,20779.51,537145.2,44324.73,5200.91,1.5,4415.63,17174.19,755.8,18926.25,14640.9,0,NA,NA
2017-02-19,"South Central",0.75,5953222.87,1761109.67,147729.4,109583.25,2869772.48,1114706.47,207634.25,1408219.68,330575.32,22314.67,1,32258.65,5881.61,5.89,94503.56,15079.69,0,NA,NA
2017-02-19,"Southeast",1.14,3178563,1041406.73,65605.97,44332.3,1648815.38,483659.79,4681.1,695382.17,330922.06,15102.5,1.39,9588.84,11456.39,228.44,20468.32,23863.98,0,NA,NA
2017-02-19,"West",0.88,6852304.51,2989317.45,214694.22,125563.91,2322985,1405482.21,134519.85,1880874.95,1100783.31,7659.19,1.49,40585.46,48454.22,90.63,62154.02,63409.89,0,NA,NA
2017-02-26,"California",0.95,6342089.92,1954663.3,215699.08,119880.33,2193499.5,2038284.77,155642.35,1870562.62,42309.14,41791.54,1.34,26443.61,69371.98,3.16,102260.68,17619.65,0,NA,NA
2017-02-26,"Great Lakes",1.08,3848715.52,1221964.62,253169.88,168603.83,565282.75,1692494.9,368973.25,756489.66,369884.9,95590.06,0.94,4551.23,80014.82,0,31222.06,137381.77,0,NA,NA
2017-02-26,"Midsouth",1.2,3310530.37,950191.41,139908.49,93114.69,689256.5,1618434.51,52647.95,823879.69,123351.91,2959.81,1.12,3921.76,41022.31,1849.73,33735.94,59378.75,0,NA,NA
2017-02-26,"Northeast",1.43,3980574.14,958680.08,182655.98,89390.45,206240.69,2790944.02,24709.35,851836,100143.29,6700.79,1.82,22185.72,70918.22,161.59,86833.66,2556.79,0,NA,NA
2017-02-26,"Plains",1.05,2008263.47,526369.11,76034.02,44124.16,1013358.38,453752.92,14783.06,462233.19,58328.14,5807.78,1.39,6058.09,24558.45,1293.32,20679.02,23445.14,0,NA,NA
2017-02-26,"South Central",0.7,6808805.4,1525118.02,171145,129688.58,4318255.15,822773.31,142658.92,1359306,146644.88,19167.14,0.99,34520.03,6936.39,0,117252.31,12436.27,0,NA,NA
2017-02-26,"Southeast",1.09,3780081.91,1227162.6,89221.79,67034.02,2009302.02,536981.39,6635.9,876737.08,337642.19,12783.33,1.12,9596.11,12259.82,331.84,13420.58,53613.44,0,NA,NA
2017-02-26,"West",0.86,6928736.97,3175075.76,308828.87,202104.94,2178473.36,1444476.86,130710.99,1944844.66,1227429.31,2801.79,1.14,43171.62,63444.18,108.13,99636.02,102468.92,0,NA,NA
2017-03-05,"California",1.15,5634150.07,1791637.25,3184.47,1769.79,1961188.27,1720072.57,161251.98,1727384.52,9179.36,55073.37,1.89,9.77,1404.91,0,910,859.79,0,NA,NA
2017-03-05,"Great Lakes",1.24,3197341.66,1124588.99,13181.24,2806.43,563498.27,1313704.16,195550.24,720629.17,364409.43,39550.39,1.33,127.32,10247.49,0,2806.43,0,0,NA,NA
2017-03-05,"Midsouth",1.14,3397985.84,1176992.95,3583.84,2381.09,737562.33,1432039.9,51390.66,1044380.88,131525.12,1086.95,2.47,1073.79,128.96,0,1372.22,1008.87,0,NA,NA
2017-03-05,"Northeast",1.34,4468555.34,938243.04,121542.09,33571.74,237802.16,3228538.95,63971.19,877970.46,56847.58,3425,1.81,20888.73,66846.19,235.43,33382.77,188.97,0,NA,NA
2017-03-05,"Plains",1.25,1601599.81,435845.24,6643.48,5796.25,734909.69,421271.9,9572.98,393722.61,36578.51,5544.12,1.43,817.44,29.79,0,5282.48,513.77,0,NA,NA
2017-03-05,"South Central",0.87,5637789.74,1248762.23,17212.92,12851.66,3275101.47,959531.9,154394.14,1200644.45,40174.35,7943.43,0.99,796.72,3353.02,211.52,4300.38,8551.28,0,NA,NA
2017-03-05,"Southeast",1.39,3078856.36,1009947.18,155011.12,114462.17,1616582.26,446313.48,6013.44,636964.49,368181.02,4801.67,0.99,35367.23,5175.81,5.91,95379.07,19083.1,0,NA,NA
2017-03-05,"West",0.96,6667896.16,3019819.74,3705.46,1866.06,2208631.13,1286416.73,153028.56,1700904.18,1315781.81,3133.75,2.61,1712.14,127.26,0,1367.78,498.28,0,NA,NA
2017-03-12,"California",1.31,5208101.86,1603340.71,18294.75,16956.21,1871004.41,1577127.23,156629.51,1528139.92,7223.59,67977.2,2.09,138.51,1200.03,0,15584.72,1371.49,0,NA,NA
2017-03-12,"Great Lakes",1.38,2883466.63,952800.15,27596.38,21818.09,460240.32,1259335.82,211090.34,549146.17,358275,45378.98,0.7,765.67,5012.62,0,749.43,21068.66,0,NA,NA
2017-03-12,"Midsouth",1.33,3059010.05,995740.12,7708.22,6340.2,718846.39,1306320.17,38103.37,868710.37,123511.69,3518.06,0.65,6.28,1361.74,0,273.33,6066.87,0,NA,NA
2017-03-12,"Northeast",1.6,3779295.69,1132566.94,3782.27,3413.04,166067.6,2452508.05,28153.1,852503.25,276859.52,3204.17,1.45,369.23,0,0,2461.53,951.51,0,NA,NA
2017-03-12,"Plains",1.29,1602700.69,410808.52,17655.67,8460.33,758548.15,426749.6,6594.42,399428.36,4019.84,7360.32,1.38,4464.31,4728.74,2.29,8211.04,249.29,0,NA,NA
2017-03-12,"South Central",0.93,5316530.73,1108260.99,65106,44063.02,3199639.83,870253.1,138376.81,1040138.95,52798.3,15323.74,1.18,1547.48,19478.68,16.82,1126.13,42936.89,0,NA,NA
2017-03-12,"Southeast",1.45,3130784.67,1012659.78,11551.46,6723.06,1661752.06,452054.37,4318.46,629441.9,373081.49,10136.39,1.38,758.63,3866.61,203.16,3672.71,3050.35,0,NA,NA
2017-03-12,"West",0.94,7040683.56,3273579.21,2064.66,1936.44,2392258.48,1230878.83,143967.04,2340076.3,928524.91,4978,2.05,0,128.22,0,711.49,1224.95,0,NA,NA
2017-03-19,"California",1.31,5328958.01,1772454.55,18134.67,16913.95,1857645.04,1555271.43,143586.99,1709046.29,5147.16,58261.1,2.06,154.68,1066.04,0,15509.92,1404.03,0,NA,NA
2017-03-19,"Great Lakes",1.39,2975356.86,1074281.03,11873.88,5127.67,463863.64,1224340.81,212871.38,650674.32,377140.01,46466.7,1.32,729.36,6016.85,0,669.69,4457.98,0,NA,NA
2017-03-19,"Midsouth",1.35,2933076.38,970055.99,4433.03,3022.15,607103.98,1325162.91,30753.5,867587.43,98619.63,3848.93,0.95,15.67,1395.21,0,372.23,2649.92,0,NA,NA
2017-03-19,"Northeast",1.59,3768359.35,1109954.47,1517.2,1433.68,176542.27,2451289.31,30573.3,910785.79,192548.68,6620,1.44,83.52,0,0,904.02,529.66,0,NA,NA
2017-03-19,"Plains",1.3,1679882.22,460488.81,19557.62,9360.98,721848.28,489324.58,8220.55,437779.63,20075.74,2633.44,1.35,5590.86,4605.78,0,7775.63,1585.35,0,NA,NA
2017-03-19,"South Central",0.94,5498742.96,1213007.84,45637.49,29295.16,3186678.9,1033840.6,65215.62,1165809.84,31725.57,15472.43,1.52,1575.36,14762.91,4.06,787.25,28507.91,0,NA,NA
2017-03-19,"Southeast",1.45,3168368.37,1077799.74,8769.05,4055.15,1643034.48,443255.67,4278.48,685021.63,374167.84,18610.27,1.34,483.39,4025.31,205.2,169.08,3886.07,0,NA,NA
2017-03-19,"West",1.04,6242381.13,2680463.49,2460.96,2349.18,2318973.17,1100226.44,142718.03,1775537.5,900751.44,4174.55,2.04,0,111.78,0,917.98,1431.2,0,NA,NA
2017-03-26,"California",1.33,5073070.91,1698369.81,17307.58,15933.03,1693588.76,1542979.33,138133.01,1629800.46,1991.84,66577.51,2.02,182.23,1192.32,0,14681.31,1251.72,0,NA,NA
2017-03-26,"Great Lakes",1.42,3002195.77,1075401.27,42853.44,36667.49,474956.6,1228379.13,223458.77,694807.1,327861.78,52732.39,0.65,645.5,5540.45,0,637.66,36029.83,0,NA,NA
2017-03-26,"Midsouth",1.33,3162600.85,1127462.72,6459.97,5090.41,673395.8,1328645.97,33096.36,988523.65,135004.05,3935.02,0.74,15,1354.56,0,385.56,4704.85,0,NA,NA
2017-03-26,"Northeast",1.54,3977196.18,1183780.1,3838.3,3605.06,201606.45,2556561.4,35248.23,997167.6,176429.17,10183.33,1.6,233.24,0,0,3380,225.06,0,NA,NA
2017-03-26,"Plains",1.33,1704624.12,456571.72,20102.19,10172.39,765106.73,474410.9,8534.77,432296.32,5044.13,19231.27,1.37,4708.54,5221.26,0,9863.66,308.73,0,NA,NA
2017-03-26,"South Central",0.93,5805541.99,1408158.99,117379.74,102529.31,3391002.54,978691.09,27689.37,1322350.27,66091.65,19717.07,0.7,1221.44,13622.19,6.8,456.23,102073.08,0,NA,NA
2017-03-26,"Southeast",1.52,3149349.04,1009267.79,7812.03,1997.76,1691953.94,444119.19,4008.12,619190.02,366946.66,23131.11,1.7,709.1,4844.72,260.45,220.04,1777.72,0,NA,NA
2017-03-26,"West",1,6680540.39,2583130.89,2614.15,2476.55,2845948.78,1110523.82,140936.9,1814182.35,765002.63,3945.91,2.12,0,137.6,0,753.67,1722.88,0,NA,NA
2017-04-02,"California",1.22,5719811.06,2132148.83,16320.74,14847.45,1856672.56,1580307.3,150682.37,2059479.45,16199.12,56470.26,2,80.78,1392.51,0,14307.53,539.92,0,NA,NA
2017-04-02,"Great Lakes",1.41,3081036.18,1139852.43,11266.02,5902.73,504640.46,1212295.86,224247.43,723374.52,380655.17,35822.74,1.46,576.56,4786.73,0,1028.7,4874.03,0,NA,NA
2017-04-02,"Midsouth",1.3,3350938.53,1322626.39,3166.23,1490.04,670531.47,1325656.97,32123.7,1192231.15,126225.16,4170.08,1.38,0,1676.19,0,390,1100.04,0,NA,NA
2017-04-02,"Northeast",1.62,3988654.48,1209320.27,6540.24,6246.45,235162.47,2529680.45,14491.29,967632.76,241470.84,216.67,1.55,293.79,0,0,5484.77,761.68,0,NA,NA
2017-04-02,"Plains",1.29,1818148.12,429421.7,16511.26,8237.38,851477.91,524130.79,13117.72,409630.98,6543.51,13247.21,1.38,3853.09,4420.79,0,8098.05,139.33,0,NA,NA
2017-04-02,"South Central",0.84,6777539,1824056.11,76855.75,57328.86,3916659.1,1012267.12,24556.67,1494823.82,309395.83,19836.46,1.02,1334.79,18147.07,45.03,349.3,56979.56,0,NA,NA
2017-04-02,"Southeast",1.49,3289069.45,1081679.76,10286.24,4141.27,1771188.27,432476.69,3724.73,720880.75,345797.07,15001.94,1.5,502.88,5423.91,218.18,964.96,3176.31,0,NA,NA
2017-04-02,"West",1.05,6442820.51,2725096.92,1628.79,1302.7,2439188.31,1116769.5,161765.78,1817462.84,904013.54,3620.54,1.96,0,326.09,0,961.13,341.57,0,NA,NA
2017-04-09,"California",1.13,6249182.98,2032218.63,17032.99,15748.68,1926187.79,2128867.47,161909.09,1957058.55,13132.9,62027.18,2,64.98,1219.33,0,13774.14,1974.54,0,NA,NA
2017-04-09,"Great Lakes",1.41,3149013.04,1074272.94,23252.59,17394.62,583906.3,1255688.28,235145.52,758452.66,276698,39122.28,0.9,719.48,5138.49,0,1008.83,16385.79,0,NA,NA
2017-04-09,"Midsouth",1.39,2990138.08,1088252.62,2026.06,472.83,650949.77,1221294.08,29641.61,990216.19,93875.58,4160.85,1.91,0,1553.23,0,325.56,147.27,0,NA,NA
2017-04-09,"Northeast",1.6,4313430.98,1328661.56,5498.31,5216.4,221283.06,2750988.26,12498.1,1082688.19,242674.12,3299.25,1.63,281.91,0,0,4707.5,508.9,0,NA,NA
2017-04-09,"Plains",1.28,1868022.01,472047.53,16825.54,8310.4,888870.09,497864.55,9239.84,450706,5367.56,15973.97,1.39,3717.74,4797.4,0,8212.43,97.97,0,NA,NA
2017-04-09,"South Central",0.92,6183823.03,1495179.89,52647.91,37302.65,3415501.85,1234042.3,39098.99,1318526.89,152730.49,23922.51,1.44,1602.38,13738.79,4.09,514.02,36788.63,0,NA,NA
2017-04-09,"Southeast",1.41,3257901.93,1008206.68,12281.48,5928.26,1813137.91,432542.65,4014.69,620397.57,359415.3,28393.81,1.4,669.35,5400.57,283.3,1361.79,4566.47,0,NA,NA
2017-04-09,"West",1,6774200.48,2726492.19,2857.82,2684.89,2591478.44,1299808.65,156421.2,1768746.74,954249.03,3496.42,2.09,0,172.93,0,923.75,1761.14,0,NA,NA
2017-04-16,"California",1.34,5442086.44,1658969.52,17641.48,16400.03,2047142.24,1572972.43,163002.25,1585488.4,1756.03,71725.09,2,67.56,1173.89,0,14424.78,1975.25,0,NA,NA
2017-04-16,"Great Lakes",1.36,3543152.49,1388675.65,31258.52,24940.97,561509.96,1337527.18,255439.7,937394.9,394791.96,56488.79,0.93,670.37,5647.18,0,966.3,23974.67,0,NA,NA
2017-04-16,"Midsouth",1.43,2965083.46,1092118.44,4904.41,2951.1,618949.71,1222427.88,31587.43,962599.6,125318.67,4200.17,1.34,5.55,1947.76,0,752.22,2198.88,0,NA,NA
2017-04-16,"Northeast",1.65,4043204.76,1229648.4,4994.04,4780.84,222626.36,2576783.08,14146.92,1019859.84,200044.12,9744.44,1.63,213.2,0,0,4280,500.84,0,NA,NA
2017-04-16,"Plains",1.35,1808002.16,526077.06,16022.22,7217.06,776378.88,497717.36,7828.86,500350.57,5479.2,20247.29,1.51,3513.65,5291.51,0,6768,449.06,0,NA,NA
2017-04-16,"South Central",0.88,6949890.75,1930082.42,54764.06,39084,3783304.41,1212653.06,23850.86,1783244.66,127878.28,18959.48,1.45,1647.85,14021.33,10.88,502.92,38581.08,0,NA,NA
2017-04-16,"Southeast",1.37,3418235.57,1143002.57,7761.81,1587.87,1841481.88,429995.14,3755.98,740336.5,378277.12,24388.95,1.69,645.02,5275.47,253.45,255.87,1332,0,NA,NA
2017-04-16,"West",1.02,7012665.19,3183320.06,3200.29,3023.28,2459661.72,1219278.16,150405.25,1869830.38,1311397.37,2092.31,2.05,0,177.01,0,1159.85,1863.43,0,NA,NA
2017-04-23,"California",1.26,5637299.78,1925543.13,17773.38,16607,2027854.71,1521895.03,162006.91,1849562.53,6322.77,69657.83,1.88,138.28,1028.1,0,14864.78,1742.22,0,NA,NA
2017-04-23,"Great Lakes",1.38,3193269.98,1203386.49,7897.74,3423.18,536784.83,1228762.83,224335.83,762724.52,400843.02,39818.95,1.79,568.15,3906.41,0,1277.78,2145.4,0,NA,NA
2017-04-23,"Midsouth",1.4,3060395.83,1185824.34,3343.82,1836.63,617149.84,1225887.12,31534.53,1044588.96,136072.44,5162.94,1.59,0,1507.19,0,336.67,1499.96,0,NA,NA
2017-04-23,"Northeast",1.59,3846196.3,1149096.05,2924.36,2616.94,244168.62,2440599.66,12331.97,892014.05,250892.4,6189.6,1.74,295.32,12.1,0,2616.94,0,0,NA,NA
2017-04-23,"Plains",1.18,2143445.39,617752.21,13678.61,3934.61,1115172.82,403864.38,6655.98,606147.7,8038.24,3566.27,1.67,3557.81,6186.19,0,1470.08,2464.53,0,NA,NA
