"week_ending","region","avg_price_nonorg","total_nonorg_units","total_nonorg_bag_units","total_org_units","total_org_bag_units","plu4046","plu4225","plu4770","small_nonorg_bag","large_nonorg_bag","xlarge_nonorg_bag","avg_price_org","plu94046","plu94225","plu94770","small_org_bag","large_org_bag","xlarge_org_bag","bulk_nonorg_gtin","bulk_org_gtin"
2018-02-18,"Southeast",1.23,4082887.98,1483658.36,103546.73,81771.29,2267185.54,315802.19,16241.89,996473.57,475690.59,11494.2,1.5,1973.3,19701.21,100.93,70925.9,10845.39,0,NA,NA
2018-02-18,"West",0.98,6783106.02,2518538.16,224798.6,155725.83,2511897.38,1645249.93,107420.55,1311830.11,1187897.07,18810.98,1.64,30149,38800.64,123.13,120428.13,35257.73,39.97,NA,NA
2018-02-25,"California",1.03,6750361.46,2025905.78,179041.72,66320.47,2666133.31,1947660.32,110662.05,1908897.38,42064.35,74944.05,1.82,28991.22,83730.03,0,66273.89,46.58,0,NA,NA
2018-02-25,"Great Lakes",1.19,3920643.53,1665260.26,176612.49,119576.4,663042.81,1184034.99,408305.47,1129063.14,433394.02,102803.1,1.49,4528.42,51477.74,0,86332.21,33244.19,0,NA,NA
2018-02-25,"Midsouth",1.24,3349766.24,1317866.54,179220.19,128644.87,786103.03,1219846.07,25950.6,1104688,201778.2,11400.34,1.61,3635.67,46267.02,672.63,112039.31,16605.56,0,NA,NA
2018-02-25,"Northeast",1.3,4525386.69,1645060.34,303577.39,213503.49,413430.69,2459409.32,7486.34,1357273.92,275551.97,12234.45,1.63,23250.65,66623.87,199.38,193020.88,20482.61,0,NA,NA
2018-02-25,"Plains",1.13,2115879.93,699455.36,76998.78,53292.84,879720.97,527659.45,9044.15,641489.04,57064.05,902.27,1.57,5465.58,18240.36,0,35159.1,18133.74,0,NA,NA
2018-02-25,"South Central",0.76,7648478.57,2741803.51,126906.61,102079.81,3888705.13,989820.91,28149.02,2257193.31,420376.57,64233.63,1.41,20045.22,4781.58,0,87202.79,14877.02,0,NA,NA
2018-02-25,"Southeast",1.23,4302561.08,1560492.67,115509.8,92493.15,2378306.98,346795.18,16966.25,1104205.56,445832.46,10454.65,1.46,2796.03,20114.88,105.74,85039.04,7454.11,0,NA,NA
2018-02-25,"West",0.97,7408451.31,3396032.73,301985.61,218560.51,2154414.96,1740237.35,117766.27,1164132.42,2205336.14,26564.17,1.49,34200.18,49139.34,85.58,99989.62,118314.77,256.12,NA,NA
2018-03-04,"California",1.13,6295529.61,2121378.9,239135.67,136938.03,2380723.98,1676629.99,116796.74,1992549.07,47126.97,81702.86,1.57,34245.39,67952.25,0,136877.43,60.6,0,NA,NA
2018-03-04,"Great Lakes",1.27,3654450.88,1670799.26,222950.32,147949.04,753405.33,984160.83,246085.46,1303661.73,309332.66,57804.87,1.33,6008.33,68134.36,0,119193.36,28755.68,0,NA,NA
2018-03-04,"Midsouth",1.2,3554252.13,1383662.63,170250.03,119114.91,823140.05,1320402.53,27046.92,1172483.78,200264.2,10914.65,1.61,4165.25,46035.81,934.06,108411.32,10703.59,0,NA,NA
2018-03-04,"Northeast",1.22,5318554.52,1405022.37,313200.35,183955.12,364721.28,3542626.1,6184.77,1101807.62,291485.87,11728.88,1.65,38734.87,90401.71,108.65,168196.82,15758.3,0,NA,NA
2018-03-04,"Plains",1.15,2092354.75,694353.57,74156.41,50923.86,888108.56,501748.08,8144.54,627934.12,53944.75,12474.7,1.55,4937.37,18295.18,0,35751.36,15172.5,0,NA,NA
2018-03-04,"South Central",0.79,7399716.74,2668036.2,144664.26,114162.42,3596162.29,1104894.9,30623.35,2185246.31,416456.32,66333.57,1.41,25407.12,5094.72,0,96833.15,17329.27,0,NA,NA
2018-03-04,"Southeast",1.12,5054856.62,1668963.02,122700.54,96737.9,2956740.05,410652.92,18500.63,1016239.81,640717.65,12005.56,1.55,2856.11,23002.28,104.25,80786.88,15951.02,0,NA,NA
2018-03-04,"West",0.96,7371498.76,2828395.51,347373.17,250090.37,2676545.9,1748192.04,118365.31,1432984.96,1379886.53,15524.02,1.46,25990.6,71213.19,79.01,85835.17,164087.33,167.87,NA,NA
2018-03-11,"California",1.11,6488605.43,2352804.92,236822.98,120484.22,2277437.31,1750118.87,108244.33,2230913.33,41105.34,80786.25,1.58,32765.76,83573,0,120465.39,18.83,0,NA,NA
2018-03-11,"Great Lakes",1.22,3953699.57,1719515.26,324172.31,199137.6,741349.12,1112605.39,380229.8,1237310.02,410612.84,71592.4,1.31,7730.19,117026.23,0,158988.83,40148.77,0,NA,NA
2018-03-11,"Midsouth",1.15,3874143.18,1552503.62,185141.54,130259.06,1003594.96,1291212.19,26832.41,1389780.99,153631.49,9091.14,1.53,3659.19,50387.09,836.2,119351.93,10907.13,0,NA,NA
2018-03-11,"Northeast",1.27,5214137.33,1728867.65,288008.65,213981.71,412621.66,3066433.39,6214.63,1436116.22,279239.21,13512.22,1.76,20619.84,53255.29,151.81,185792.45,28189.26,0,NA,NA
2018-03-11,"Plains",1.15,2152113.24,713641.76,72624.66,48512.57,917962.76,512519.24,7989.48,630813.83,77037.43,5790.5,1.55,4912.54,19192.2,7.35,37059.78,11452.79,0,NA,NA
2018-03-11,"South Central",0.89,6621293.03,2357098.69,179212.94,143608.78,3309218.1,926223.64,28752.6,1820819.54,472662.31,63616.84,1.32,29896.39,5707.77,0,126427.81,17180.97,0,NA,NA
2018-03-11,"Southeast",1.1,5239198.71,1833199.99,113559.93,92171.91,2984665.37,403000.78,18332.57,1211466.26,610537.41,11196.32,1.37,2019.57,19238.35,130.1,89311.39,2860.52,0,NA,NA
2018-03-11,"West",1,6906412.5,2637261.77,264691.87,176465.63,2442241.76,1695925.97,130983,1435608.59,1184730.56,16922.62,1.63,27566.25,60383.57,276.42,107174.93,69290.7,0,NA,NA
2018-03-18,"California",1.02,6802084.11,2241705.19,202790.74,102870.5,2161037.82,2305253.24,94087.86,2116307.93,38597.17,86800.09,1.75,29398.11,70514.05,8.08,102717.5,153,0,NA,NA
2018-03-18,"Great Lakes",1.16,3944850.17,1859523.52,320320.99,212031.79,784915.67,952233.04,348177.94,1416662.42,381069.68,61791.42,1.3,6924.59,101003.84,4.97,138687.27,73344.52,0,NA,NA
2018-03-18,"Midsouth",1.03,4558888.55,2251641.41,179316.2,126416.1,977322.22,1305676.96,24247.96,2062091.77,175886.82,13662.82,1.52,3930.14,48249.33,720.63,109789.25,16626.85,0,NA,NA
2018-03-18,"Northeast",1.34,4621126.31,1512917.61,419607.75,226684.08,453731.61,2646866.44,7610.65,1210266.06,287448.21,15203.34,1.64,61608.19,131261.94,53.54,195973.16,30710.92,0,NA,NA
2018-03-18,"Plains",1.06,2346527.89,758664.81,69790.75,44559.86,948199.79,630350.03,9313.26,701598.07,55972.31,1094.43,1.58,5124.88,20091.33,14.68,32906.16,11653.7,0,NA,NA
2018-03-18,"South Central",0.86,6579144.13,2146165.72,154056.32,119971.46,3289390.32,1115203.69,28384.4,1625982.91,455350.18,64832.63,1.28,27820.2,6264.66,0,101198.09,18773.37,0,NA,NA
2018-03-18,"Southeast",1.07,5278752.32,1869766.58,119853.94,96764.13,2993709.42,397715.46,17560.86,1246650.93,611691.39,11424.26,1.43,2557.74,20398.98,133.09,82917.28,13846.85,0,NA,NA
2018-03-18,"West",0.99,7254940.65,3332107.22,210067.47,129353.55,2099082.66,1707752.84,115997.93,1333247.05,1982086.02,16774.15,1.73,33437.98,47165.54,110.4,73163.12,56020.24,170.19,NA,NA
2018-03-25,"California",1.04,6687009.44,1946728.78,190257.38,89631.19,1932162.02,2715163.6,92955.04,1827362.5,37434.21,81932.07,1.7,29644.09,70982.1,0,89424.11,207.08,0,NA,NA
2018-03-25,"Great Lakes",1.18,4245947.2,1781881.22,182492.41,125061.81,860997.47,1144066.23,459002.28,1397088.59,282886.2,101906.43,1.47,5140.14,51115.63,0,102033.82,23027.99,0,NA,NA
2018-03-25,"Midsouth",1.14,3911075.35,1571829.62,181040.19,135059.51,967164.69,1347066.73,25014.31,1390840.94,164970.47,16018.21,1.55,3445.85,41893.24,641.59,125890.81,9168.7,0,NA,NA
2018-03-25,"Northeast",1.35,5134637.05,1743186.4,374859.68,296468.94,443927.42,2940789.85,6733.38,1495884.84,232372.83,14928.73,1.58,19823.16,58366.54,201.04,265716.88,30752.06,0,NA,NA
2018-03-25,"Plains",1.08,2298609.62,654359.23,74180.36,50242.33,870297.25,765738.57,8214.57,603569.13,50091.31,698.79,1.54,4775.73,19162.3,0,38235.54,12006.79,0,NA,NA
2018-03-25,"South Central",0.7,9010588.32,4014132.29,163496.7,129163.36,3999735.71,966589.5,30130.82,3398569.92,546409.74,69152.63,1.42,29253.3,5080.04,0,109052.26,20111.1,0,NA,NA
2018-03-25,"Southeast",1.23,4454904.4,1613898.21,121917.39,101486.09,2489234.81,333310.56,18460.82,1117431.16,484934.57,11532.48,1.45,1929.39,18391.86,110.05,85313.41,16172.68,0,NA,NA
2018-03-25,"West",0.93,7667064.46,3068508.43,271723.08,166747.85,2567279.74,1912986.38,118289.91,1309580.19,1745630.06,13298.18,1.6,26996.28,77861.39,117.56,87108,79495.39,144.46,NA,NA
2018-04-01,"California",1.21,6134850.93,2187563.97,221366.5,101960.58,1998580.7,1843635.19,105071.07,1847127,244874.48,95562.49,1.75,33892.76,85513.16,0,101791.32,169.26,0,NA,NA
2018-04-01,"Great Lakes",1.23,3823014.19,1710355.82,202003.28,141031.83,710541.51,1022754.53,379362.33,1280749.35,367929.24,61677.23,1.4,5152.27,54837.45,6.83,125307.59,15724.24,0,NA,NA
2018-04-01,"Midsouth",1.2,3651322.1,1517631.14,179008.4,133522.36,838222.56,1269663.71,25804.69,1280949.31,224936.71,11745.12,1.61,2903.16,41973.58,609.3,125724.39,7797.97,0,NA,NA
2018-04-01,"Northeast",1.3,5168451.96,1932083.17,366391.42,250656.72,417377,2811702.32,7289.47,1670107.98,243152.97,18822.22,1.59,34992.49,80066.23,675.98,213815.91,36840.81,0,NA,NA
2018-04-01,"Plains",1.16,2122698.81,657411.61,82570.44,55564.11,806170.63,649784.01,9332.56,602960.19,53739.39,712.03,1.54,5239.73,21746.87,19.73,39435.26,16128.85,0,NA,NA
2018-04-01,"South Central",0.76,8515270.86,3549783.89,174033,140289.62,3813828.25,1116007.32,35651.4,2545095.22,936781.67,67907,1.34,27551.37,6192.01,0,119030.61,21259.01,0,NA,NA
2018-04-01,"Southeast",1.19,4696116.69,1659068.31,128096.94,106045.8,2670376.09,348682.53,17989.76,1159741.75,488154.25,11172.31,1.48,2174.66,19777.8,98.68,91372.56,14673.24,0,NA,NA
2018-04-01,"West",1.06,6997963.2,2951577.26,280735.98,175395.71,2212631.49,1681811.86,151942.59,1440043.93,1496136.06,15397.27,1.6,30111.71,75119.69,108.87,126945.55,48443.96,6.2,NA,NA
2018-04-08,"California",0.93,7980946.27,2143070.33,194627.86,86967.66,2742336.49,2991201.15,104338.3,1988641.24,85552.66,68876.43,1.75,40819.09,66841.11,0,86926.93,40.73,0,NA,NA
2018-04-08,"Great Lakes",1.2,3765622.14,1745592.9,205874.58,141999.21,661613.73,960344.62,398070.89,1364755.53,304898.15,75939.22,1.43,5534.31,57669.81,0,123686.99,18312.22,0,NA,NA
2018-04-08,"Midsouth",1.12,3885361.48,1638419.35,215689.75,166064.18,946932.21,1265372.69,34637.23,1386114.62,238144.19,14160.54,1.49,2717.86,46304.54,603.17,152732.14,13332.04,0,NA,NA
2018-04-08,"Northeast",1.26,5139190.29,1669576.47,302581.25,245443.86,423598.84,3038762.43,7252.55,1442920.02,210712.01,15944.44,1.62,16101.79,40176.38,859.22,217226.79,28217.07,0,NA,NA
2018-04-08,"Plains",1.1,2246794.44,637411.26,89665.24,53943.87,972583.51,627336.86,9462.81,564795.29,72035.89,580.08,1.46,14753.46,20928.87,39.04,37541.63,16402.24,0,NA,NA
2018-04-08,"South Central",0.88,6757101.77,2387324.81,171683.59,142180.07,3024676.53,1306785.35,38315.08,1790315.79,533469.21,63539.81,1.42,23461.56,6041.96,0,117741.43,24438.64,0,NA,NA
2018-04-08,"Southeast",1.15,4787007.61,1722787.9,160091.14,131279.59,2692700.91,352540.8,18978,1166264.72,544396.52,12126.66,1.43,2742.31,25989.59,79.65,104964.89,26314.7,0,NA,NA
2018-04-08,"West",0.94,8402043.8,3831414.17,225002.23,130503.76,1945809.54,2498359.32,126460.77,1244537.89,2566404.11,20472.17,1.69,27306.96,67085.13,106.38,105023.06,25480.7,0,NA,NA
2018-04-15,"California",1.06,6628348.74,1947840.36,225550.26,100523.76,2674908.49,1900645.11,104954.78,1817826.19,76296.6,53717.57,1.65,49576.77,75449.73,0,100483.09,40.67,0,NA,NA
2018-04-15,"Great Lakes",1.12,5091963.45,2311031.72,208356.75,146847.42,981454.25,1258985.64,540491.84,1894258.7,310174.85,106598.17,1.46,5696.78,55480.89,6.73,120877.2,25970.22,0,NA,NA
2018-04-15,"Midsouth",1.13,4029669.49,1594582.82,215068.48,165354.46,1016960.61,1382630.64,35495.42,1383952.42,192035.77,18594.63,1.53,2408.79,46671.14,634.09,149015.73,16338.73,0,NA,NA
2018-04-15,"Northeast",1.23,7088324.71,1584891.85,319905.51,262370.65,484741.44,5006809.47,11881.95,1190981.84,377921.87,15988.14,1.57,16487.39,40435.55,611.92,229709.19,32661.46,0,NA,NA
2018-04-15,"Plains",1.08,2421832.71,685951.6,91071.49,58258.06,954236.46,769597.2,12047.45,623430.22,60096.28,2425.1,1.5,10444.22,22340.15,29.06,42669.41,15588.65,0,NA,NA
2018-04-15,"South Central",0.75,8646285.8,3694281.09,162804.87,135172.67,3725076.5,1187617.79,39310.42,2782797.55,853592.93,57890.61,1.37,22144.12,5488.08,0,115817.65,19355.02,0,NA,NA
2018-04-15,"Southeast",1.04,5726654.04,1801661.6,171205.77,145285.95,3463318.39,438954.05,22720,1172140.23,615594.24,13927.13,1.36,1562.47,24240.07,117.28,127149.63,18136.32,0,NA,NA
2018-04-15,"West",0.98,7465598.69,3469024.37,290039.82,191203.89,2006643.18,1861886.56,128044.58,1417857.43,2036291.45,14875.49,1.55,25409.21,73195.8,230.92,105715.52,85366.19,122.18,NA,NA
2018-04-22,"California",1.06,6979237.55,1797333.51,218738.43,108164.96,2132206.83,2953974.58,95722.63,1659351.09,49228.03,88754.39,1.6,42558.42,68015.05,0,108126.29,38.67,0,NA,NA
2018-04-22,"Great Lakes",1.09,4626031.46,2206662.06,215608.38,159923.46,955835.11,1107519.01,356015.28,1845073.2,309028.93,52559.93,1.45,4920.5,50695.71,0,122203.33,37720.13,0,NA,NA
2018-04-22,"Midsouth",1.23,3727718.68,1507862.3,216629.5,170035.95,915699.66,1273543.11,30613.61,1295980.4,193741.14,18140.76,1.57,2640.18,43391.5,561.87,140373.54,29662.41,0,NA,NA
2018-04-22,"Northeast",1.26,5421793.15,1652263.89,390475.98,252090.57,449022.54,3309612.46,10894.26,1307213.6,328561.02,16489.27,1.54,41235.37,96977.31,172.73,222444.56,29646.01,0,NA,NA
2018-04-22,"Plains",1.05,2382979.49,788996.05,97175.9,58077.26,952761.91,627802.38,13419.15,721861.62,51500.25,15634.18,1.47,14720.6,24344.35,33.69,44825.78,13251.48,0,NA,NA
2018-04-22,"South Central",0.71,8712434.41,3490891.63,155684.38,115819.27,4130867.94,1051789.12,38885.72,2604855.25,809183.58,76852.8,1.39,34374.54,5490.57,0,91929.14,23890.13,0,NA,NA
2018-04-22,"Southeast",1.18,4736965.36,1644039.5,137247.84,116434.98,2727435.77,343132.92,22357.17,1116651.53,516011.97,11376,1.46,1589.83,19104.34,118.69,91046.17,25388.81,0,NA,NA
2018-04-22,"West",1.01,7726819.22,3271390.73,331096.91,193962.44,2258748.09,2042029.37,154651.03,1299838.95,1950333.33,21218.45,1.47,29968.72,106953.41,212.34,89298.05,104539.57,124.82,NA,NA
2018-04-29,"California",1.16,6375659.22,1900761.04,218135.24,104729.45,2011500.55,2361398.37,101999.26,1756488.68,45676.27,98596.09,1.67,42524.79,70881,0,104679.98,49.47,0,NA,NA
2018-04-29,"Great Lakes",1.21,3917834.41,1759362.09,239584.67,181195.53,697966.52,1073237.17,387268.63,1291842.65,413076.14,54443.3,1.4,4764.75,53468.03,0,129896.28,51299.25,0,NA,NA
2018-04-29,"Midsouth",1.12,4293974.11,1569178.81,193335.07,142693.4,986343.28,1707289.64,31162.38,1304315.78,253292.54,11570.49,1.59,2334.49,47567.36,739.82,116004.67,26688.73,0,NA,NA
2018-04-29,"Northeast",1.1,6678816.69,2052998.82,335452.84,261395.87,491153.09,4127180.87,7483.91,1638465.85,397243.88,17289.09,1.6,20328.64,52899.38,828.95,229814.19,31581.68,0,NA,NA
2018-04-29,"Plains",1.1,2390888.95,745555.81,92039.11,56070.04,951221.42,671829.8,22281.92,665169.94,64202.37,16183.5,1.51,9758.54,26191.33,19.2,41440.8,14629.24,0,NA,NA
2018-04-29,"South Central",0.86,6794652.03,2413246.74,162599.68,125560.8,3287421.1,1053432.72,40551.47,1842906.83,505287.53,65052.38,1.48,31073.64,5965.24,0,102250.8,23310,0,NA,NA
2018-04-29,"Southeast",1.06,5998471.73,2045684.44,133107.57,107454.07,3494497.23,436659.43,21630.63,1170245.11,864882.66,10556.67,1.55,2542.74,23016.61,94.15,78542.98,28911.09,0,NA,NA
2018-04-29,"West",1.05,7406461.8,3131795.61,308548.64,195682.57,2333933.76,1809080.54,131651.89,1452571.96,1664542.4,14681.25,1.55,40423.58,72304.24,138.25,76648.77,119033.8,0,NA,NA
2018-05-06,"California",0.85,10094234.35,3123419.02,179125.17,71021.73,3254794.46,3610156.5,105864.37,2796915.41,240425.99,86077.62,1.66,45933.7,62169.74,0,70998.39,23.34,0,NA,NA
2018-05-06,"Great Lakes",0.87,7059591.58,2680561.6,219663.53,159857.4,1699936,2002016.44,677077.54,2101793.75,456985.01,121782.84,1.47,5028.51,54612.49,0,108721.4,51136,0,NA,NA
2018-05-06,"Midsouth",0.91,6168571.61,2407482.21,211985,163245.95,1517158.74,2206856.47,37074.19,2096341.25,297642.12,13498.84,1.55,2740.9,45347.23,650.92,133416.15,29829.8,0,NA,NA
2018-05-06,"Northeast",1.12,8836406.22,1710179.47,321411.78,265769.9,578523.59,6533192.79,14510.37,1284830.2,406766.32,18582.95,1.55,15407.27,39755.91,478.7,238501.02,27268.88,0,NA,NA
2018-05-06,"Plains",0.91,3514863.13,994042.14,88967.81,62103.68,1603547.56,901110.33,16163.1,902113.09,79785.65,12143.4,1.48,4733.46,22106.77,23.9,47722.72,14380.96,0,NA,NA
2018-05-06,"South Central",0.7,10252748.73,3903133.5,160821.6,129171.59,5114198.2,1195083.71,40333.32,3339666.12,498813.87,64653.51,1.35,25842.52,5807.49,0,107579.41,21592.18,0,NA,NA
2018-05-06,"Southeast",0.91,7810474.62,2633092.42,133294.69,109636.52,4571702.16,581571.34,24108.7,1527428.17,1091677.59,13986.66,1.52,1858.28,21733.76,66.13,77568.28,32068.24,0,NA,NA
2018-05-06,"West",0.91,9979253.96,4173462.36,238236.25,138409.7,2797539.75,2870884.29,137367.56,1387158.83,2768318.24,17985.29,1.71,39351.27,60352.19,123.09,77628.05,60743.66,37.99,NA,NA
2018-05-13,"California",1.05,6788833.84,2370066.97,183923.75,72092.98,2571518.16,1741569.28,105679.43,2185146.59,92421.81,92498.57,1.77,39611.12,72219.65,0,72062.98,30,0,NA,NA
2018-05-13,"Great Lakes",1.03,4619011.81,2064437.59,225045.67,167435.73,1042439.17,1113940.91,398194.14,1698065.65,319565.58,46806.36,1.44,4616.85,52597.91,0,116826.71,50609.02,0,NA,NA
2018-05-13,"Midsouth",1.07,4342441.31,1692975.65,209317.25,156605.92,1099647,1505522.13,44296.53,1444150.28,235089.39,13735.98,1.55,3211.6,48718.14,781.59,129468.81,27137.11,0,NA,NA
2018-05-13,"Northeast",1.13,6694854.89,1927327.19,395603.64,278103.41,532678.76,4226211.87,8637.07,1578918.74,329328.98,19079.47,1.52,46964.34,69633.44,902.45,243693.54,34409.87,0,NA,NA
2018-05-13,"Plains",1.09,2338822.5,753846.7,93423.91,68227.17,982516.72,590952.85,11506.23,679277.27,72710.72,1858.71,1.39,4596.03,20598.33,2.38,50511.18,17715.99,0,NA,NA
2018-05-13,"South Central",0.71,8628945.2,3577913.42,154855.44,126666.74,4000684.31,1009149.85,41197.62,3068604.64,442570.37,66738.41,1.32,22648.07,5540.63,0,98653.99,28012.75,0,NA,NA
2018-05-13,"Southeast",1.13,4973822.65,1806795.48,119044.94,99213.01,2818955.02,325867.85,22204.3,1208818.46,587285.91,10691.11,1.4,1107.76,18606.69,117.48,79785.08,19427.93,0,NA,NA
2018-05-13,"West",0.98,7984513.6,3618295.28,247098.54,142745.72,2384040.92,1854037,128140.4,1247034.54,2353564.04,17696.7,1.71,33131.12,71067.94,153.76,82498.82,60184.91,61.99,NA,NA
2018-05-20,"California",1.15,6107948.96,1823345.5,236634.49,101650.91,2181143.55,1982500.62,120959.29,1683407.24,47149.23,92789.03,1.58,39409.43,95574.15,0,101620.72,30.19,0,NA,NA
2018-05-20,"Great Lakes",1.16,3906285.89,1677636.59,235735.26,166806.87,720476.27,1128379.12,379793.91,1367219.07,263225.28,47192.24,1.46,4644.73,51802.53,1.65,112502.28,54304.59,0,NA,NA
2018-05-20,"Midsouth",1.13,4049413.9,1465956.49,215464.97,162320.87,1082208.48,1466770.88,34478.05,1223487.4,229220.2,13248.89,1.52,2893.25,49469.25,727.74,136703.29,25617.58,0,NA,NA
2018-05-20,"Northeast",1.25,5601182.31,1679149.71,328951.01,273652.55,453103.98,3462615.35,6313.27,1331769.48,327785.01,19595.22,1.56,19439.84,34574.57,1284.05,247111.08,26541.47,0,NA,NA
2018-05-20,"Plains",1.1,2335948.49,739205.27,103949.93,78327.52,924108.32,659720.09,12914.81,669787.57,68451.1,966.6,1.35,5502.57,20115.1,4.74,59958.5,18369.02,0,NA,NA
2018-05-20,"South Central",0.69,8849426.91,3503174.31,169056.91,135563.38,4322688.97,988425.98,35137.65,2691461.21,750365.83,61347.27,1.37,27018.76,6474.77,0,112858.82,22704.56,0,NA,NA
2018-05-20,"Southeast",1.05,5571363.28,1908616.48,125677.91,105971,3241392.21,401335.68,20018.91,1131644.87,766072.72,10898.89,1.37,1258.48,18345.75,102.68,90815.39,15155.61,0,NA,NA
2018-05-20,"West",0.95,8037228.62,3442215.17,258406.97,158456.48,2466176.42,2002340.96,126496.07,1328899.38,2096922.86,16392.93,1.68,36581.92,63156.84,211.73,97249.17,61169.61,37.7,NA,NA
2018-05-27,"California",1.15,6508694.8,2246092.97,250116.68,99379.16,2262725.96,1862170.67,137705.2,1884065.18,270851.15,91176.64,1.61,46296.47,104441.05,0,99332.74,46.42,0,NA,NA
2018-05-27,"Great Lakes",1.18,4223314.84,1908884.84,450749.72,184281.84,769914.74,1155412.49,389102.77,1487473.36,372837.71,48573.77,1.2,6980.84,58089.18,0,137414.16,46867.68,0,NA,NA
2018-05-27,"Midsouth",1.16,4204402.97,1547251.67,211383.8,160805.66,1098253.31,1518151.66,40746.33,1282568.87,252024.19,12658.61,1.57,2785.73,46113.6,490.89,137982.08,22823.58,0,NA,NA
2018-05-27,"Northeast",1.14,7156855.33,1972480.69,317412.83,273951.2,497485.26,4678193.39,8695.99,1625097.84,329115.07,18267.78,1.53,15320.97,26643.76,1496.9,240055.58,33895.62,0,NA,NA
2018-05-27,"Plains",0.97,2842911.62,799215.94,85146.12,67708.34,1365704.54,667401.78,10589.36,725526.79,65803.72,7885.43,1.3,8976.7,6951.4,4.73,47103.6,20604.74,0,NA,NA
2018-05-27,"South Central",0.7,9157655.54,3367712.62,162781.97,130415.69,4413960.21,1335069.02,40913.69,2188143.52,1117333.57,62235.53,1.35,25044.3,7321.98,0,106056.21,24359.48,0,NA,NA
2018-05-27,"Southeast",1.14,5101163.5,1797617.09,124068.99,101003.25,2925327.55,353196.74,25022.12,1139404.29,648233.91,9978.89,1.4,1757.68,21226.07,81.99,88317.92,12685.33,0,NA,NA
2018-05-27,"West",1.01,7910315.69,3478737.08,507881.58,356178.92,2311472,1979223.57,140883.04,1288383.67,2173656.09,16697.32,1.42,73986.72,77392.67,323.27,198549.18,157496.93,132.81,NA,NA
2018-06-03,"California",1.1,7111190.03,2433732.6,222494.79,91429.04,2481805.2,2070019.26,125632.97,2238394.95,96234.86,99102.79,1.69,48118.71,82942.29,4.75,91400.43,28.61,0,NA,NA
2018-06-03,"Great Lakes",1.19,4226079.91,1744923.28,400004.95,156653.15,716773,1280161.75,484221.88,1289030.08,385898.05,69995.15,1.22,6231.6,53794.72,0,113651.45,43001.7,0,NA,NA
2018-06-03,"Midsouth",1.23,3890137.58,1545525.23,214733.54,161638.63,1073114.48,1241221.27,30276.6,1270393.56,262434.68,12696.99,1.57,3282.73,48062.42,404.36,138819.85,22818.78,0,NA,NA
2018-06-03,"Northeast",1.24,6076276.2,1857292.47,362681.84,229015.88,491465.11,3719299.31,8219.31,1497219.04,342687.88,17385.55,1.61,52896.65,79255.18,1514.13,192157.33,36858.55,0,NA,NA
2018-06-03,"Plains",1.09,2395661.06,776736.38,90473.69,60642.15,984830.6,626224.89,7869.19,709963.12,58286.49,8486.77,1.31,9289.02,7851.39,9.39,41252.41,19389.74,0,NA,NA
2018-06-03,"South Central",0.81,7727904.88,2529135.9,158468.85,123052.16,3759318.76,1403274,36176.22,1605172.94,855356.08,68606.88,1.4,28736.01,6680.68,0,100234.36,22817.8,0,NA,NA
2018-06-03,"Southeast",1.07,5719987.9,1977729.31,132067.96,108794.7,3337210.37,387672.11,17376.11,1151007.85,815703.68,11017.78,1.4,1775.08,21428.06,70.12,89780.79,19013.91,0,NA,NA
2018-06-03,"West",1.02,7557801.56,3158303.14,533651.27,379819.69,2397140.75,1883391.99,118965.68,1274011.53,1867488.74,16802.87,1.42,59302.16,94149.44,379.98,240579.71,139061.18,178.8,NA,NA
2018-06-10,"California",1.07,7042283.35,2284531.91,207339.63,85858.05,2510328.68,2113127.62,134295.14,2147142.46,49638.36,87751.09,1.71,39477.67,82003.91,0,85831.38,26.67,0,NA,NA
2018-06-10,"Great Lakes",1.19,4105136.03,1899485.76,337310.53,165487.09,668392.75,1114402.23,422855.29,1518437.18,338109.21,42939.37,1.33,5001.22,48293.98,0,117507.68,47979.41,0,NA,NA
2018-06-10,"Midsouth",1.13,4180737.97,1436953.86,208119.44,160747.19,1210001.67,1506998.92,26783.52,1162500.36,264320.75,10132.75,1.57,3528.67,42346.88,436.4,135303.82,25443.37,0,NA,NA
2018-06-10,"Northeast",1.1,7281658.42,1965488.78,253502.71,207674.07,536312.9,4772358.7,7498.04,1661174.55,287303.12,17011.11,1.65,15868.78,28439.95,1519.91,180399.52,27274.55,0,NA,NA
2018-06-10,"Plains",1.1,2336131.26,737803.88,74717.51,60531.31,918382.38,674538.87,5406.13,665265.94,57091.49,15446.45,1.29,7146.26,6732.16,14.11,43909.07,16622.24,0,NA,NA
2018-06-10,"South Central",0.81,7476012.11,2328765.7,186552.26,142687.91,4076549.18,1054661.8,16035.43,1668065.56,596949.56,63750.58,1.45,37752.5,6111.85,0,116157.78,26530.13,0,NA,NA
2018-06-10,"Southeast",1.15,4993699.03,1698426.56,148548.78,123202.68,2955970.77,334191.95,5109.75,1038684.9,648466.11,11275.55,1.49,3236.02,22013.55,96.53,104538.87,18663.81,0,NA,NA
2018-06-10,"West",0.92,8197714.28,2866366.94,323749.61,236450.17,3073868.93,2121675.51,135802.9,1367329.05,1482921.9,16115.99,1.56,36170.89,50960.26,168.29,159365.07,77079.07,6.03,NA,NA
2018-06-17,"California",1.14,6719738.66,2172699.9,233625.68,101655.11,2453766.33,1951344.6,141927.83,2015047.41,66600.26,91052.23,1.7,43756.59,88213.98,0,101615.57,39.54,0,NA,NA
