Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Buffalo/Rochester,Weekly,"2021-07-11 00:00:00",Conventional,1.067192492,239918.95,63400.01,54030.80,3983.35,118504.80,,,
Charlotte,Weekly,"2021-07-11 00:00:00",Conventional,1.114636133,402471.06,173829.72,61021.01,4667.44,162952.89,,,
Chicago,Weekly,"2021-07-11 00:00:00",Conventional,1.198281613,1123382.85,424271.72,326944.61,103953.98,268212.54,,,
Cincinnati/Dayton,Weekly,"2021-07-11 00:00:00",Conventional,1.096879044,292972.88,142909.38,100777.48,817.94,48468.08,,,
Columbus,Weekly,"2021-07-11 00:00:00",Conventional,1.004963237,258744.07,127641.74,69618.83,761.34,60722.17,,,
"Dallas/Ft. Worth",Weekly,"2021-07-11 00:00:00",Conventional,0.793631428,1537778.89,740752.54,272271.25,32394.80,492360.30,,,
Denver,Weekly,"2021-07-11 00:00:00",Conventional,1.005862306,1132897.43,337627.76,485607.85,33948.86,275712.97,,,
Detroit,Weekly,"2021-07-11 00:00:00",Conventional,1.016770286,442777.08,182824.73,99442.64,37630.98,122878.72,,,
"Grand Rapids",Weekly,"2021-07-11 00:00:00",Conventional,1.182350581,199493.71,49871.82,44798.93,41314.08,63508.88,,,
Harrisburg/Scranton,Weekly,"2021-07-11 00:00:00",Conventional,1.024257259,462348.64,214920.79,94556.01,1964.69,150907.15,,,
Hartford/Springfield,Weekly,"2021-07-11 00:00:00",Conventional,1.353121988,421541.76,64919.32,260600.51,1423.59,94598.34,,,
Houston,Weekly,"2021-07-11 00:00:00",Conventional,0.835947620,1155334.77,608272.91,303642.75,9697.17,233721.94,,,
Indianapolis,Weekly,"2021-07-11 00:00:00",Conventional,0.961987539,279721.54,104475.89,96706.89,2684.51,75854.25,,,
Jacksonville,Weekly,"2021-07-11 00:00:00",Conventional,0.966318971,256768.67,165962.67,7995.64,1352.87,81457.49,,,
"Las Vegas",Weekly,"2021-07-11 00:00:00",Conventional,0.954635041,418063.65,100019.40,186912.75,3933.82,127197.68,,,
"Los Angeles",Weekly,"2021-07-11 00:00:00",Conventional,1.140094948,3248632.29,1514606.92,531583.73,480386.58,722055.05,,,
Louisville,Weekly,"2021-07-11 00:00:00",Conventional,1.052639786,125662.50,42732.50,45313.90,364.06,37252.05,,,
"Miami/Ft. Lauderdale",Weekly,"2021-07-11 00:00:00",Conventional,0.966873860,1203240.44,764933.16,51096.79,8118.51,379091.98,,,
Nashville,Weekly,"2021-07-11 00:00:00",Conventional,1.020903218,301778.41,147552.16,64529.62,666.60,89030.03,,,
"Northern New England",Weekly,"2021-07-11 00:00:00",Conventional,1.216613311,547714.27,158635.37,299450.16,672.73,88956.02,,,
"New Orleans/Mobile",Weekly,"2021-07-11 00:00:00",Conventional,0.852876985,296887.86,156344.18,14894.58,1977.21,123671.88,,,
"New York",Weekly,"2021-07-11 00:00:00",Conventional,1.288940840,2333208.10,282614.89,1339404.50,31179.36,680009.35,,,
Orlando,Weekly,"2021-07-11 00:00:00",Conventional,0.880244829,746354.12,459875.48,15256.59,3859.48,267362.57,,,
Peoria/Springfield,Weekly,"2021-07-11 00:00:00",Conventional,0.970159365,161460.78,70370.50,38781.69,3884.51,48424.07,,,
Philadelphia,Weekly,"2021-07-11 00:00:00",Conventional,1.038353380,744703.94,233036.51,263345.48,3370.92,244951.03,,,
Phoenix/Tucson,Weekly,"2021-07-11 00:00:00",Conventional,0.822800533,1373949.99,602801.70,581546.58,7627.32,181974.39,,,
Pittsburgh,Weekly,"2021-07-11 00:00:00",Conventional,0.884334519,226968.21,149068.23,13847.75,372.45,63679.78,,,
Portland,Weekly,"2021-07-11 00:00:00",Conventional,1.065450576,752404.44,460100.87,176612.81,32260.23,83430.53,,,
Providence,Weekly,"2021-07-11 00:00:00",Conventional,1.468143063,118898.34,18516.12,79664.91,327.33,20389.98,,,
Raleigh/Greensboro,Weekly,"2021-07-11 00:00:00",Conventional,1.053400655,489311.38,227863.28,73849.64,4924.16,182674.30,,,
Richmond/Norfolk,Weekly,"2021-07-11 00:00:00",Conventional,1.058869831,337191.73,140156.66,90750.25,1473.46,104811.37,,,
Roanoke,Weekly,"2021-07-11 00:00:00",Conventional,1.001906276,189366.82,86757.84,48300.96,262.35,54045.67,,,
Sacramento,Weekly,"2021-07-11 00:00:00",Conventional,1.110562127,585911.39,190210.80,270633.18,7789.60,117277.81,,,
"San Diego",Weekly,"2021-07-11 00:00:00",Conventional,1.067128526,621705.19,223670.65,205569.56,82434.82,110030.17,,,
"San Francisco",Weekly,"2021-07-11 00:00:00",Conventional,1.459144697,803789.38,236311.12,413126.50,12475.29,141876.48,,,
Seattle,Weekly,"2021-07-11 00:00:00",Conventional,1.472134160,619620.17,311659.45,236922.81,6108.64,64929.27,,,
"South Carolina",Weekly,"2021-07-11 00:00:00",Conventional,1.046419838,561292.68,295079.30,78297.46,1874.99,186040.94,,,
Spokane,Weekly,"2021-07-11 00:00:00",Conventional,1.234011101,95961.95,59132.59,24285.37,28.15,12515.84,,,
"St. Louis",Weekly,"2021-07-11 00:00:00",Conventional,0.852768162,302694.03,192409.67,15460.62,1500.06,93323.69,,,
Syracuse,Weekly,"2021-07-11 00:00:00",Conventional,1.073398413,111105.78,32743.82,36229.75,741.04,41391.18,,,
Tampa,Weekly,"2021-07-11 00:00:00",Conventional,0.920932611,663069.54,419318.79,16785.39,2585.84,224379.52,,,
Toledo,Weekly,"2021-07-11 00:00:00",Conventional,1.022540559,145998.23,56334.23,47776.09,5196.24,36691.68,,,
"West Tex/New Mexico",Weekly,"2021-07-11 00:00:00",Conventional,0.806335213,988014.61,435430.86,145316.58,24770.75,382496.42,,,
Wichita,Weekly,"2021-07-11 00:00:00",Conventional,0.884746251,122677.51,75636.46,11840.25,363.54,34837.27,,,
California,Weekly,"2021-07-11 00:00:00",Conventional,1.169496304,6774433.42,2743762.99,2004297.56,665154.92,1361217.95,,,
"Great Lakes",Weekly,"2021-07-11 00:00:00",Conventional,1.054216205,4668385.79,1795158.47,1409020.65,267408.67,1196797.99,,,
Midsouth,Weekly,"2021-07-11 00:00:00",Conventional,1.094008113,4482010.32,1947621.13,1027818.82,22385.46,1484184.92,,,
Northeast,Weekly,"2021-07-11 00:00:00",Conventional,1.209123608,6385471.12,1372745.37,3128109.49,21240.21,1863376.05,,,
Plains,Weekly,"2021-07-11 00:00:00",Conventional,0.920793265,2637168.72,1247474.81,547521.25,33157.19,809015.46,,,
"South Central",Weekly,"2021-07-11 00:00:00",Conventional,0.843694324,5623966.10,2858509.10,797230.46,182510.96,1785715.59,,,
Southeast,Weekly,"2021-07-11 00:00:00",Conventional,0.948573354,6025603.15,3692885.67,409090.66,22538.92,1901087.90,,,
West,Weekly,"2021-07-11 00:00:00",Conventional,1.008484614,7821112.02,3446886.61,2707947.24,172701.51,1493576.66,,,
"Total U.S.",Weekly,"2021-07-11 00:00:00",Conventional,1.041122488,44418150.63,19105044.14,12031036.13,1387097.85,11894972.52,,,
Albany,Weekly,"2021-07-11 00:00:00",Organic,1.605157260,5138.78,325.41,366.20,0.00,4447.18,,,
Atlanta,Weekly,"2021-07-11 00:00:00",Organic,1.503138086,45357.56,4659.66,10970.47,0.00,29727.43,,,
Baltimore/Washington,Weekly,"2021-07-11 00:00:00",Organic,1.574213856,73813.71,1448.14,6495.49,42.98,65827.10,,,
Birmingham/Montgomery,Weekly,"2021-07-11 00:00:00",Organic,1.399209854,14555.79,348.47,476.58,0.00,13730.73,,,
Boise,Weekly,"2021-07-11 00:00:00",Organic,1.825191539,9531.87,1.15,4013.94,0.00,5516.78,,,
Boston,Weekly,"2021-07-11 00:00:00",Organic,1.860281016,38486.21,267.16,2172.30,0.00,36046.75,,,
Buffalo/Rochester,Weekly,"2021-07-11 00:00:00",Organic,1.618868961,15901.27,1164.55,127.11,6.14,14603.47,,,
Charlotte,Weekly,"2021-07-11 00:00:00",Organic,1.504489599,27013.06,326.43,3927.83,22.98,22735.82,,,
Chicago,Weekly,"2021-07-11 00:00:00",Organic,1.673714724,57360.06,8629.53,12359.37,0.00,36371.16,,,
Cincinnati/Dayton,Weekly,"2021-07-11 00:00:00",Organic,1.984245968,18382.12,1799.49,9329.69,0.00,7252.94,,,
Columbus,Weekly,"2021-07-11 00:00:00",Organic,1.709131809,12675.59,3173.73,1939.68,0.00,7562.18,,,
"Dallas/Ft. Worth",Weekly,"2021-07-11 00:00:00",Organic,1.351168779,55585.30,14442.94,772.32,0.00,40370.04,,,
Denver,Weekly,"2021-07-11 00:00:00",Organic,1.545997210,50157.99,25387.83,1419.60,0.00,23350.56,,,
Detroit,Weekly,"2021-07-11 00:00:00",Organic,1.259882356,31409.12,3428.09,2967.58,0.00,25013.45,,,
"Grand Rapids",Weekly,"2021-07-11 00:00:00",Organic,1.040222860,16614.47,186.13,990.06,0.00,15438.28,,,
Harrisburg/Scranton,Weekly,"2021-07-11 00:00:00",Organic,1.513322731,18358.14,200.69,499.87,0.00,17657.58,,,
Hartford/Springfield,Weekly,"2021-07-11 00:00:00",Organic,1.774447426,25975.83,456.93,6420.59,0.00,19098.31,,,
Houston,Weekly,"2021-07-11 00:00:00",Organic,1.563838162,24737.21,11587.28,209.97,0.00,12939.95,,,
Indianapolis,Weekly,"2021-07-11 00:00:00",Organic,1.495210737,13318.70,1008.92,2603.97,0.00,9705.81,,,
Jacksonville,Weekly,"2021-07-11 00:00:00",Organic,1.461139826,11204.71,70.04,315.74,0.00,10818.93,,,
"Las Vegas",Weekly,"2021-07-11 00:00:00",Organic,1.517732171,19812.67,3144.63,5908.60,0.00,10759.44,,,
"Los Angeles",Weekly,"2021-07-11 00:00:00",Organic,1.693156596,179720.28,45139.95,20502.29,2.55,114075.48,,,
Louisville,Weekly,"2021-07-11 00:00:00",Organic,1.702591064,9126.32,664.25,2986.28,0.00,5475.79,,,
"Miami/Ft. Lauderdale",Weekly,"2021-07-11 00:00:00",Organic,1.391796746,43058.46,1130.33,595.35,0.00,41332.78,,,
Nashville,Weekly,"2021-07-11 00:00:00",Organic,1.649613691,24491.29,1503.68,5331.37,0.00,17656.24,,,
"Northern New England",Weekly,"2021-07-11 00:00:00",Organic,2.088201046,21079.80,2680.77,384.03,0.00,18015.00,,,
"New Orleans/Mobile",Weekly,"2021-07-11 00:00:00",Organic,1.176270599,11604.17,266.36,6.20,0.00,11331.61,,,
"New York",Weekly,"2021-07-11 00:00:00",Organic,1.667073350,127637.58,6363.94,16438.41,237.59,104597.63,,,
Orlando,Weekly,"2021-07-11 00:00:00",Organic,1.345404445,26186.11,199.55,192.78,0.00,25793.78,,,
Peoria/Springfield,Weekly,"2021-07-11 00:00:00",Organic,1.554424503,5825.20,327.85,1027.24,0.00,4470.10,,,
Philadelphia,Weekly,"2021-07-11 00:00:00",Organic,1.682751732,32313.34,1126.77,4646.21,179.09,26361.27,,,
Phoenix/Tucson,Weekly,"2021-07-11 00:00:00",Organic,1.449891337,33038.83,6584.89,6610.54,0.00,19843.40,,,
Pittsburgh,Weekly,"2021-07-11 00:00:00",Organic,1.625528237,9017.24,2166.27,0.99,0.00,6849.97,,,
Portland,Weekly,"2021-07-11 00:00:00",Organic,1.844601735,45555.21,1845.45,26181.04,0.00,17528.72,,,
Providence,Weekly,"2021-07-11 00:00:00",Organic,1.767461242,7244.90,64.43,12.48,0.00,7167.99,,,
Raleigh/Greensboro,Weekly,"2021-07-11 00:00:00",Organic,1.564452799,30661.58,414.04,4279.99,14.37,25953.18,,,
Richmond/Norfolk,Weekly,"2021-07-11 00:00:00",Organic,1.488871435,24523.53,281.92,3277.28,0.00,20964.32,,,
Roanoke,Weekly,"2021-07-11 00:00:00",Organic,1.619897108,12654.21,298.40,3193.30,0.00,9162.51,,,
Sacramento,Weekly,"2021-07-11 00:00:00",Organic,1.812591901,23748.28,5824.54,2849.85,0.00,15073.89,,,
"San Diego",Weekly,"2021-07-11 00:00:00",Organic,2.087383939,30488.69,6817.60,7206.95,0.00,16464.13,,,
"San Francisco",Weekly,"2021-07-11 00:00:00",Organic,2.003796783,70418.47,18107.32,6162.70,10.67,46137.78,,,
Seattle,Weekly,"2021-07-11 00:00:00",Organic,2.143908501,59803.41,7792.77,29470.46,0.00,22540.19,,,
"South Carolina",Weekly,"2021-07-11 00:00:00",Organic,1.500089641,39084.38,973.17,4926.32,12.89,33172.00,,,
Spokane,Weekly,"2021-07-11 00:00:00",Organic,1.891691122,5582.60,437.02,2672.20,22.52,2450.86,,,
"St. Louis",Weekly,"2021-07-11 00:00:00",Organic,1.766627657,10444.74,1219.98,2240.95,1.04,6982.77,,,
Syracuse,Weekly,"2021-07-11 00:00:00",Organic,1.563705810,5555.13,360.84,168.33,0.00,5025.96,,,
Tampa,Weekly,"2021-07-11 00:00:00",Organic,1.250901630,20989.46,209.23,78.45,0.00,20701.79,,,
Toledo,Weekly,"2021-07-11 00:00:00",Organic,1.641839623,5101.79,1085.71,769.21,0.00,3246.88,,,
"West Tex/New Mexico",Weekly,"2021-07-11 00:00:00",Organic,1.249945079,20051.43,3251.94,2052.04,0.00,14747.45,,,
Wichita,Weekly,"2021-07-11 00:00:00",Organic,1.417893990,3909.00,1485.62,8.83,0.00,2414.55,,,
California,Weekly,"2021-07-11 00:00:00",Organic,1.811604719,372575.91,92340.30,47628.47,17.17,232589.98,,,
"Great Lakes",Weekly,"2021-07-11 00:00:00",Organic,1.508714578,238913.01,30548.10,39187.39,3.17,169174.35,,,
Midsouth,Weekly,"2021-07-11 00:00:00",Organic,1.585522582,296718.44,8980.41,45727.07,169.94,241841.02,,,
Northeast,Weekly,"2021-07-11 00:00:00",Organic,1.705558128,328888.84,18290.20,27945.47,524.17,282129.00,,,
Plains,Weekly,"2021-07-11 00:00:00",Organic,1.558949913,63798.95,12536.88,3618.82,59.04,47584.20,,,
"South Central",Weekly,"2021-07-11 00:00:00",Organic,1.436368672,151363.58,36105.46,5163.44,0.00,110094.67,,,
Southeast,Weekly,"2021-07-11 00:00:00",Organic,1.416460854,264719.59,9922.07,22171.24,30.01,232596.27,,,
West,Weekly,"2021-07-11 00:00:00",Organic,1.743831689,350621.28,75098.41,105660.53,34.97,169827.37,,,
"Total U.S.",Weekly,"2021-07-11 00:00:00",Organic,1.629941962,2067599.59,283821.83,297102.44,838.48,1485836.84,,,
Albany,Weekly,"2021-07-18 00:00:00",Conventional,1.078183862,136731.92,28148.86,79661.19,764.40,28157.47,,,
Atlanta,Weekly,"2021-07-18 00:00:00",Conventional,0.896087475,861298.31,421289.30,209775.17,1946.72,228287.12,,,
Baltimore/Washington,Weekly,"2021-07-18 00:00:00",Conventional,1.209734251,1121793.53,367468.31,305722.11,7067.95,441535.15,,,
Birmingham/Montgomery,Weekly,"2021-07-18 00:00:00",Conventional,0.895666065,376940.78,217396.64,32534.89,1996.75,125012.49,,,
Boise,Weekly,"2021-07-18 00:00:00",Conventional,1.229065383,118089.82,58247.76,15059.96,13551.74,31230.36,,,
Boston,Weekly,"2021-07-18 00:00:00",Conventional,1.496040439,598627.34,50698.22,393554.65,2629.87,151744.61,,,
Buffalo/Rochester,Weekly,"2021-07-18 00:00:00",Conventional,1.092875034,221487.29,46589.51,54943.86,3448.52,116505.40,,,
Charlotte,Weekly,"2021-07-18 00:00:00",Conventional,1.112989157,392384.67,156655.35,62945.75,4983.62,167799.94,,,
Chicago,Weekly,"2021-07-18 00:00:00",Conventional,1.000414350,1297046.86,358856.44,551968.24,110015.37,276206.82,,,
Cincinnati/Dayton,Weekly,"2021-07-18 00:00:00",Conventional,1.011598930,332120.90,106909.22,179094.23,718.60,45398.86,,,
Columbus,Weekly,"2021-07-18 00:00:00",Conventional,1.007965186,276197.15,89570.13,130712.61,875.29,55039.12,,,
"Dallas/Ft. Worth",Weekly,"2021-07-18 00:00:00",Conventional,0.759811995,1553085.42,816280.58,265394.00,23638.61,447772.23,,,
Denver,Weekly,"2021-07-18 00:00:00",Conventional,0.947062038,1090216.47,400305.96,398516.87,25842.67,265550.96,,,
Detroit,Weekly,"2021-07-18 00:00:00",Conventional,0.952145834,576288.47,120141.59,219647.26,124776.17,111723.45,,,
"Grand Rapids",Weekly,"2021-07-18 00:00:00",Conventional,0.998312581,269451.83,27400.28,59133.06,128705.13,54213.36,,,
Harrisburg/Scranton,Weekly,"2021-07-18 00:00:00",Conventional,1.031904496,444238.56,190860.07,98801.01,1821.59,152755.88,,,
Hartford/Springfield,Weekly,"2021-07-18 00:00:00",Conventional,1.329160101,390834.54,42400.24,256445.85,1300.51,90687.93,,,
Houston,Weekly,"2021-07-18 00:00:00",Conventional,0.787353397,1249045.55,741820.44,260968.76,7648.97,238607.37,,,
Indianapolis,Weekly,"2021-07-18 00:00:00",Conventional,0.914188189,306135.31,76879.20,159325.18,2674.58,67256.34,,,
Jacksonville,Weekly,"2021-07-18 00:00:00",Conventional,0.949062810,265129.16,157659.73,9906.42,1027.45,96535.57,,,
"Las Vegas",Weekly,"2021-07-18 00:00:00",Conventional,0.954526295,401994.73,92147.53,172365.46,9903.97,127577.77,,,
"Los Angeles",Weekly,"2021-07-18 00:00:00",Conventional,1.072158989,3523617.80,1435860.55,285147.49,551115.59,1251494.17,,,
Louisville,Weekly,"2021-07-18 00:00:00",Conventional,1.029374129,125512.28,41900.30,44198.80,520.42,38892.76,,,
"Miami/Ft. Lauderdale",Weekly,"2021-07-18 00:00:00",Conventional,0.953311603,1211358.43,715337.66,68457.18,5284.96,422278.64,,,
Nashville,Weekly,"2021-07-18 00:00:00",Conventional,0.922767257,325779.01,142410.30,87173.75,656.51,95538.44,,,
"Northern New England",Weekly,"2021-07-18 00:00:00",Conventional,1.232323306,545496.97,159198.64,290738.16,478.66,95081.50,,,
"New Orleans/Mobile",Weekly,"2021-07-18 00:00:00",Conventional,0.851124951,319561.25,158146.86,16326.22,1722.80,143365.37,,,
"New York",Weekly,"2021-07-18 00:00:00",Conventional,1.230088479,2366102.25,262789.69,1437975.50,28188.26,637148.79,,,
Orlando,Weekly,"2021-07-18 00:00:00",Conventional,0.867339062,754958.00,442869.24,20720.93,4437.49,286930.34,,,
Peoria/Springfield,Weekly,"2021-07-18 00:00:00",Conventional,0.917281548,168651.58,56822.24,56681.20,4263.37,50884.77,,,
Philadelphia,Weekly,"2021-07-18 00:00:00",Conventional,1.075272250,689873.30,188692.55,253015.86,2911.64,245253.26,,,
Phoenix/Tucson,Weekly,"2021-07-18 00:00:00",Conventional,0.922576774,1187904.63,429029.18,578268.08,7905.63,172701.73,,,
Pittsburgh,Weekly,"2021-07-18 00:00:00",Conventional,1.031009461,175379.01,93151.73,17168.90,166.64,64891.74,,,
Portland,Weekly,"2021-07-18 00:00:00",Conventional,1.249033833,654981.56,360233.86,159467.09,41551.33,93729.28,,,
Providence,Weekly,"2021-07-18 00:00:00",Conventional,1.490821760,104448.49,13001.19,71238.04,347.91,19861.35,,,
Raleigh/Greensboro,Weekly,"2021-07-18 00:00:00",Conventional,1.063093389,484082.72,209466.24,79501.66,4666.84,190447.97,,,
Richmond/Norfolk,Weekly,"2021-07-18 00:00:00",Conventional,1.058663457,332727.42,130746.32,88316.09,1356.45,112308.56,,,
Roanoke,Weekly,"2021-07-18 00:00:00",Conventional,1.017094796,188587.47,81012.01,50287.99,322.01,56965.46,,,
Sacramento,Weekly,"2021-07-18 00:00:00",Conventional,1.438867386,478613.37,169021.42,183005.90,11637.07,114948.97,,,
"San Diego",Weekly,"2021-07-18 00:00:00",Conventional,1.023234589,727839.44,209699.18,113985.16,100823.67,303331.42,,,
"San Francisco",Weekly,"2021-07-18 00:00:00",Conventional,1.530370441,697706.79,219197.50,324888.69,18227.20,135393.39,,,
Seattle,Weekly,"2021-07-18 00:00:00",Conventional,1.452457276,562141.63,226522.52,264906.17,6709.24,64003.70,,,
"South Carolina",Weekly,"2021-07-18 00:00:00",Conventional,1.013109947,588394.93,272920.08,103651.79,1807.43,210015.62,,,
Spokane,Weekly,"2021-07-18 00:00:00",Conventional,1.217697743,86601.06,41791.08,30588.43,108.50,14113.04,,,
"St. Louis",Weekly,"2021-07-18 00:00:00",Conventional,0.858025159,285588.95,172198.43,14838.01,1027.14,97525.36,,,
Syracuse,Weekly,"2021-07-18 00:00:00",Conventional,1.076514619,105292.80,26201.49,36618.03,521.11,41952.18,,,
Tampa,Weekly,"2021-07-18 00:00:00",Conventional,0.911896307,686494.93,405476.36,25720.33,2140.41,253157.84,,,
Toledo,Weekly,"2021-07-18 00:00:00",Conventional,0.962498491,168177.89,39585.76,79770.43,15755.71,33065.99,,,
"West Tex/New Mexico",Weekly,"2021-07-18 00:00:00",Conventional,0.798896729,975445.43,412061.92,150898.83,36944.00,375540.67,,,
Wichita,Weekly,"2021-07-18 00:00:00",Conventional,0.838165608,127248.65,83509.64,9706.47,278.13,33754.41,,,
California,Weekly,"2021-07-18 00:00:00",Conventional,1.176059895,6840691.72,2568773.17,1298174.12,778353.50,2195390.93,,,
"Great Lakes",Weekly,"2021-07-18 00:00:00",Conventional,0.966014041,5241433.80,1322492.10,2219671.68,568575.24,1130694.78,,,
Midsouth,Weekly,"2021-07-18 00:00:00",Conventional,1.082056692,4427852.81,1780981.32,1090081.43,23050.01,1533740.05,,,
Northeast,Weekly,"2021-07-18 00:00:00",Conventional,1.212983244,6091338.67,1093639.71,3167851.46,19130.98,1810716.51,,,
Plains,Weekly,"2021-07-18 00:00:00",Conventional,0.946499335,2462380.18,1174029.82,420171.36,40377.99,827801.01,,,
"South Central",Weekly,"2021-07-18 00:00:00",Conventional,0.816116267,5756930.68,3051709.09,769436.65,151726.26,1784058.67,,,
Southeast,Weekly,"2021-07-18 00:00:00",Conventional,0.925403212,6247707.39,3463241.54,628792.16,19813.28,2135860.42,,,
West,Weekly,"2021-07-18 00:00:00",Conventional,1.048989993,7199420.80,2914514.70,2578543.21,189046.56,1517316.33,,,
"Total U.S.",Weekly,"2021-07-18 00:00:00",Conventional,1.031246674,44267756.04,17369381.46,12172722.07,1790073.83,12935578.69,,,
Albany,Weekly,"2021-07-18 00:00:00",Organic,1.593761092,5418.79,375.04,439.46,0.00,4604.30,,,
Atlanta,Weekly,"2021-07-18 00:00:00",Organic,1.445293539,41849.97,3811.00,12389.87,0.00,25649.10,,,
Baltimore/Washington,Weekly,"2021-07-18 00:00:00",Organic,1.603193854,70712.10,1153.19,8398.98,353.24,60806.69,,,
Birmingham/Montgomery,Weekly,"2021-07-18 00:00:00",Organic,1.350951373,12658.35,270.99,633.52,0.00,11753.84,,,
Boise,Weekly,"2021-07-18 00:00:00",Organic,1.768942888,8131.28,8.33,3600.89,0.00,4522.06,,,
Boston,Weekly,"2021-07-18 00:00:00",Organic,1.873397877,35954.29,437.30,2520.58,0.00,32996.42,,,
Buffalo/Rochester,Weekly,"2021-07-18 00:00:00",Organic,1.610521641,18236.67,1272.46,112.09,3.07,16849.06,,,
Charlotte,Weekly,"2021-07-18 00:00:00",Organic,1.495883672,25112.33,360.10,3841.17,12.54,20898.53,,,
Chicago,Weekly,"2021-07-18 00:00:00",Organic,1.644472674,51487.62,2943.88,17639.07,0.00,30904.67,,,
Cincinnati/Dayton,Weekly,"2021-07-18 00:00:00",Organic,1.764684077,15648.43,2521.41,7609.65,0.00,5517.36,,,
Columbus,Weekly,"2021-07-18 00:00:00",Organic,1.630245790,11074.88,2619.74,2680.51,0.00,5774.64,,,
"Dallas/Ft. Worth",Weekly,"2021-07-18 00:00:00",Organic,1.253621494,59658.03,13204.00,922.71,0.00,45531.33,,,
Denver,Weekly,"2021-07-18 00:00:00",Organic,1.632350296,41094.02,24560.65,1414.48,0.00,15118.89,,,
Detroit,Weekly,"2021-07-18 00:00:00",Organic,1.339210920,28873.06,1905.65,6177.83,0.00,20789.59,,,
"Grand Rapids",Weekly,"2021-07-18 00:00:00",Organic,0.915982435,24180.69,159.73,832.35,0.00,23188.61,,,
Harrisburg/Scranton,Weekly,"2021-07-18 00:00:00",Organic,1.513022817,18274.69,189.29,524.62,0.00,17560.77,,,
Hartford/Springfield,Weekly,"2021-07-18 00:00:00",Organic,1.779222270,24414.35,230.01,6481.28,3.95,17699.11,,,
Houston,Weekly,"2021-07-18 00:00:00",Organic,1.423632985,27659.39,11237.37,251.35,0.00,16170.67,,,
