Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Atlanta,Weekly,"2022-07-10 00:00:00",Conventional,1.226229278,721635.53,404982.47,140101.63,242.95,176308.49,,,
Baltimore/Washington,Weekly,"2022-07-10 00:00:00",Conventional,1.468179491,974537.37,366660.07,203923.21,9320.98,394633.10,,,
Birmingham/Montgomery,Weekly,"2022-07-10 00:00:00",Conventional,1.311940578,311697.65,179334.47,44574.86,35.02,87753.29,,,
Boise,Weekly,"2022-07-10 00:00:00",Conventional,1.365582016,122147.30,82983.51,18005.37,118.17,21040.24,,,
Boston,Weekly,"2022-07-10 00:00:00",Conventional,1.515366851,580932.00,72784.75,347245.09,55.30,160846.85,,,
Buffalo/Rochester,Weekly,"2022-07-10 00:00:00",Conventional,1.366797227,215931.81,58515.35,43422.68,1699.10,112294.67,,,
Charlotte,Weekly,"2022-07-10 00:00:00",Conventional,1.486912746,356315.73,139111.50,70318.87,1926.88,144958.47,,,
Chicago,Weekly,"2022-07-10 00:00:00",Conventional,1.541915335,999278.84,513567.48,183439.86,53655.05,248616.45,,,
Cincinnati/Dayton,Weekly,"2022-07-10 00:00:00",Conventional,1.520349687,261912.86,169430.86,44854.96,7982.91,39644.12,,,
Columbus,Weekly,"2022-07-10 00:00:00",Conventional,1.456511153,217704.42,129934.08,37960.93,144.71,49664.69,,,
"Dallas/Ft. Worth",Weekly,"2022-07-10 00:00:00",Conventional,1.179352710,1330694.84,645715.39,148807.56,11428.34,524743.55,,,
Denver,Weekly,"2022-07-10 00:00:00",Conventional,1.514666660,855581.74,351842.10,208884.00,112055.94,182799.71,,,
Detroit,Weekly,"2022-07-10 00:00:00",Conventional,1.465664997,366322.19,183633.99,90842.30,3733.75,88112.15,,,
"Grand Rapids",Weekly,"2022-07-10 00:00:00",Conventional,1.634749155,157432.19,58736.50,45652.89,3947.34,49095.46,,,
Harrisburg/Scranton,Weekly,"2022-07-10 00:00:00",Conventional,1.288525748,383015.28,181641.78,86458.54,34.16,114880.79,,,
Hartford/Springfield,Weekly,"2022-07-10 00:00:00",Conventional,1.406221587,353526.73,73066.01,190671.76,14.79,89774.17,,,
Houston,Weekly,"2022-07-10 00:00:00",Conventional,1.257724806,873984.48,546157.44,100776.66,26120.89,200929.49,,,
Indianapolis,Weekly,"2022-07-10 00:00:00",Conventional,1.469222855,228156.28,138766.25,40637.14,1296.63,47456.26,,,
Jacksonville,Weekly,"2022-07-10 00:00:00",Conventional,1.371515261,204133.38,116399.37,21730.54,17.43,65986.04,,,
"Las Vegas",Weekly,"2022-07-10 00:00:00",Conventional,1.319078967,411142.67,267199.60,40011.98,6704.74,97226.36,,,
"Los Angeles",Weekly,"2022-07-10 00:00:00",Conventional,1.578894446,2801978.39,1545288.52,36142.74,511469.41,709077.72,,,
Louisville,Weekly,"2022-07-10 00:00:00",Conventional,1.318729861,117271.99,61481.69,27043.52,2344.67,26402.11,,,
"Miami/Ft. Lauderdale",Weekly,"2022-07-10 00:00:00",Conventional,1.436469293,820265.67,510636.44,83347.87,1473.99,224807.37,,,
Nashville,Weekly,"2022-07-10 00:00:00",Conventional,1.349423275,280310.63,166597.36,38430.03,1333.81,73949.43,,,
"Northern New England",Weekly,"2022-07-10 00:00:00",Conventional,1.111482955,622742.87,128852.64,405290.56,97.03,88502.65,,,
"New Orleans/Mobile",Weekly,"2022-07-10 00:00:00",Conventional,1.232777839,273837.50,118181.75,28005.98,1795.58,125854.18,,,
"New York",Weekly,"2022-07-10 00:00:00",Conventional,1.449875880,1975548.05,357104.07,995837.17,16607.13,605999.68,,,
Orlando,Weekly,"2022-07-10 00:00:00",Conventional,1.352727284,498147.23,268104.52,46957.84,26.19,183058.69,,,
Peoria/Springfield,Weekly,"2022-07-10 00:00:00",Conventional,1.351748680,134443.36,73492.36,21051.32,1597.98,38301.70,,,
Philadelphia,Weekly,"2022-07-10 00:00:00",Conventional,1.340591778,588830.62,215327.80,157924.64,3456.46,212121.72,,,
Phoenix/Tucson,Weekly,"2022-07-10 00:00:00",Conventional,1.289262775,1191707.59,745243.88,47739.84,239715.89,159007.98,,,
Pittsburgh,Weekly,"2022-07-10 00:00:00",Conventional,1.310980899,161280.72,95203.28,11933.71,18.20,54125.53,,,
Portland,Weekly,"2022-07-10 00:00:00",Conventional,1.645625067,514532.78,306971.01,84704.80,33486.81,89370.15,,,
Providence,Weekly,"2022-07-10 00:00:00",Conventional,1.482486106,102615.79,22167.42,58284.37,54.03,22109.97,,,
Raleigh/Greensboro,Weekly,"2022-07-10 00:00:00",Conventional,1.457705949,402506.42,155407.96,88644.79,1436.14,157017.52,,,
Richmond/Norfolk,Weekly,"2022-07-10 00:00:00",Conventional,1.429573930,280323.60,137474.95,59169.27,1273.68,82405.71,,,
Roanoke,Weekly,"2022-07-10 00:00:00",Conventional,1.385986836,164064.31,85049.13,34738.52,959.18,43317.47,,,
Sacramento,Weekly,"2022-07-10 00:00:00",Conventional,1.663388327,444270.02,241514.63,110215.23,5676.72,86863.43,,,
"San Diego",Weekly,"2022-07-10 00:00:00",Conventional,1.562386979,540641.66,301359.54,15561.80,76249.84,147470.49,,,
"San Francisco",Weekly,"2022-07-10 00:00:00",Conventional,1.641300511,732037.94,506855.50,80399.31,6961.72,137821.41,,,
Seattle,Weekly,"2022-07-10 00:00:00",Conventional,1.936903681,439914.05,218216.84,142754.39,4849.78,74093.04,,,
"South Carolina",Weekly,"2022-07-10 00:00:00",Conventional,1.378804022,507142.00,229989.38,103053.46,239.06,173860.09,,,
Spokane,Weekly,"2022-07-10 00:00:00",Conventional,1.711148686,68683.62,38928.14,17602.38,10.80,12142.30,,,
"St. Louis",Weekly,"2022-07-10 00:00:00",Conventional,1.209179204,245229.26,149113.73,11606.85,8.51,84500.18,,,
Syracuse,Weekly,"2022-07-10 00:00:00",Conventional,1.305248659,103344.11,31327.98,32565.89,280.12,39170.11,,,
Tampa,Weekly,"2022-07-10 00:00:00",Conventional,1.389502308,473789.70,294124.23,45013.51,49.15,134602.82,,,
Toledo,Weekly,"2022-07-10 00:00:00",Conventional,1.402320401,123258.84,74320.30,18966.08,730.06,29242.40,,,
"West Tex/New Mexico",Weekly,"2022-07-10 00:00:00",Conventional,1.209453373,815782.76,434964.11,76339.45,19365.86,285113.34,,,
Wichita,Weekly,"2022-07-10 00:00:00",Conventional,1.343064921,102690.25,68789.21,9087.81,4.09,24809.14,,,
California,Weekly,"2022-07-10 00:00:00",Conventional,1.588686443,5798484.95,3399225.24,402957.48,672301.36,1324000.87,,,
"Great Lakes",Weekly,"2022-07-10 00:00:00",Conventional,1.459344280,3991491.36,2042901.53,874195.91,89714.68,984679.25,,,
Midsouth,Weekly,"2022-07-10 00:00:00",Conventional,1.425660477,3820194.51,1763465.16,754329.79,24291.25,1278108.31,,,
Northeast,Weekly,"2022-07-10 00:00:00",Conventional,1.385101186,5555548.99,1317057.69,2556405.28,13707.67,1668378.35,,,
Plains,Weekly,"2022-07-10 00:00:00",Conventional,1.402460297,2048171.23,1123841.39,326743.80,2912.85,594673.19,,,
"South Central",Weekly,"2022-07-10 00:00:00",Conventional,1.271290404,4745991.97,2606476.00,476739.80,80174.62,1582601.55,,,
Southeast,Weekly,"2022-07-10 00:00:00",Conventional,1.352489756,4681176.49,2665977.57,639859.38,1366.93,1373972.62,,,
West,Weekly,"2022-07-10 00:00:00",Conventional,1.465912709,6215020.80,3505289.02,959844.20,537160.06,1212727.51,,,
"Total U.S.",Weekly,"2022-07-10 00:00:00",Conventional,1.425169633,36856080.30,18424233.59,6991075.64,1421629.42,10019141.65,,,
Albany,Weekly,"2022-07-10 00:00:00",Organic,1.996358544,4365.44,355.84,404.34,0.00,3605.26,,,
Atlanta,Weekly,"2022-07-10 00:00:00",Organic,1.664200799,41260.30,187.47,12942.74,0.00,28130.10,,,
Baltimore/Washington,Weekly,"2022-07-10 00:00:00",Organic,2.039463224,65766.97,620.19,9693.00,2481.85,52971.93,,,
Birmingham/Montgomery,Weekly,"2022-07-10 00:00:00",Organic,1.740379068,14132.93,57.48,719.41,0.00,13356.04,,,
Boise,Weekly,"2022-07-10 00:00:00",Organic,2.207757299,8678.20,156.97,5312.32,0.00,3208.91,,,
Boston,Weekly,"2022-07-10 00:00:00",Organic,1.972369564,35489.23,367.41,2028.39,0.00,33093.42,,,
Buffalo/Rochester,Weekly,"2022-07-10 00:00:00",Organic,1.836783687,14204.76,817.63,68.09,0.00,13319.03,,,
Charlotte,Weekly,"2022-07-10 00:00:00",Organic,2.134651479,12622.59,54.73,2854.66,1.04,9712.17,,,
Chicago,Weekly,"2022-07-10 00:00:00",Organic,1.681436631,64725.21,2700.64,7118.36,0.00,54906.20,,,
Cincinnati/Dayton,Weekly,"2022-07-10 00:00:00",Organic,2.225995939,17163.91,1160.11,7592.87,0.00,8410.93,,,
Columbus,Weekly,"2022-07-10 00:00:00",Organic,1.997874398,12676.30,888.00,3840.92,0.00,7947.38,,,
"Dallas/Ft. Worth",Weekly,"2022-07-10 00:00:00",Organic,1.736007843,47231.86,14236.74,854.18,0.00,32140.94,,,
Denver,Weekly,"2022-07-10 00:00:00",Organic,1.714090027,50430.78,26452.34,759.55,0.00,23218.89,,,
Detroit,Weekly,"2022-07-10 00:00:00",Organic,1.830235103,19460.27,451.03,6571.46,0.00,12437.78,,,
"Grand Rapids",Weekly,"2022-07-10 00:00:00",Organic,1.494088314,8720.51,177.67,657.81,0.00,7885.02,,,
Harrisburg/Scranton,Weekly,"2022-07-10 00:00:00",Organic,1.819219637,14766.90,214.86,620.10,0.00,13931.94,,,
Hartford/Springfield,Weekly,"2022-07-10 00:00:00",Organic,2.029672948,23078.43,421.69,4619.27,0.00,18037.47,,,
Houston,Weekly,"2022-07-10 00:00:00",Organic,1.781559853,24576.95,10239.38,303.55,0.00,14034.02,,,
Indianapolis,Weekly,"2022-07-10 00:00:00",Organic,1.865843968,12801.27,274.00,3227.94,0.00,9299.34,,,
Jacksonville,Weekly,"2022-07-10 00:00:00",Organic,1.990882065,10936.44,112.66,118.26,0.00,10705.52,,,
"Las Vegas",Weekly,"2022-07-10 00:00:00",Organic,1.850975189,15020.14,3183.91,1876.62,0.00,9959.61,,,
"Los Angeles",Weekly,"2022-07-10 00:00:00",Organic,2.121926656,150641.82,62668.36,4486.57,0.00,83486.89,,,
Louisville,Weekly,"2022-07-10 00:00:00",Organic,1.983958799,9137.44,229.95,3952.52,0.00,4954.96,,,
"Miami/Ft. Lauderdale",Weekly,"2022-07-10 00:00:00",Organic,1.468697771,93867.40,535.00,587.19,0.00,92745.20,,,
Nashville,Weekly,"2022-07-10 00:00:00",Organic,2.126577429,19563.89,1223.03,6058.91,0.00,12281.95,,,
"Northern New England",Weekly,"2022-07-10 00:00:00",Organic,2.312896979,21787.54,2238.51,326.22,0.00,19222.81,,,
"New Orleans/Mobile",Weekly,"2022-07-10 00:00:00",Organic,1.523774410,12311.37,350.80,139.74,0.00,11820.83,,,
"New York",Weekly,"2022-07-10 00:00:00",Organic,1.934721371,119785.83,9254.96,11322.69,1676.76,97531.41,,,
Orlando,Weekly,"2022-07-10 00:00:00",Organic,1.366561066,58379.87,537.39,90.30,0.00,57752.18,,,
Peoria/Springfield,Weekly,"2022-07-10 00:00:00",Organic,1.685928056,6535.35,131.65,617.26,0.00,5786.44,,,
Philadelphia,Weekly,"2022-07-10 00:00:00",Organic,2.076970130,32254.87,1205.61,5855.36,1336.70,23857.20,,,
Phoenix/Tucson,Weekly,"2022-07-10 00:00:00",Organic,1.645120801,26633.35,7367.01,3219.55,0.00,16046.79,,,
Pittsburgh,Weekly,"2022-07-10 00:00:00",Organic,1.829199952,10321.54,1837.20,18.03,0.00,8466.32,,,
Portland,Weekly,"2022-07-10 00:00:00",Organic,1.830251326,91723.25,1094.15,73926.85,0.00,16702.25,,,
Providence,Weekly,"2022-07-10 00:00:00",Organic,1.798531920,7041.19,20.85,3.34,0.00,7016.99,,,
Raleigh/Greensboro,Weekly,"2022-07-10 00:00:00",Organic,1.997371506,18883.42,394.30,2814.65,34.79,15639.68,,,
Richmond/Norfolk,Weekly,"2022-07-10 00:00:00",Organic,1.878144231,18933.21,213.76,3209.84,0.00,15509.61,,,
Roanoke,Weekly,"2022-07-10 00:00:00",Organic,1.943971241,10250.06,239.04,2677.10,0.00,7333.92,,,
Sacramento,Weekly,"2022-07-10 00:00:00",Organic,2.041242929,23345.30,4604.45,3026.46,0.00,15714.39,,,
"San Diego",Weekly,"2022-07-10 00:00:00",Organic,2.227111421,26685.61,13914.19,1122.60,0.00,11648.83,,,
"San Francisco",Weekly,"2022-07-10 00:00:00",Organic,2.165045671,70043.30,21076.41,5193.20,0.00,43773.70,,,
Seattle,Weekly,"2022-07-10 00:00:00",Organic,1.984480707,102203.45,764.84,82734.50,0.00,18704.11,,,
"South Carolina",Weekly,"2022-07-10 00:00:00",Organic,1.855461601,25967.72,494.66,4217.21,32.05,21223.80,,,
Spokane,Weekly,"2022-07-10 00:00:00",Organic,1.882246665,10541.08,111.95,8322.71,0.00,2106.43,,,
"St. Louis",Weekly,"2022-07-10 00:00:00",Organic,1.664312123,6507.75,854.08,98.33,0.00,5555.34,,,
Syracuse,Weekly,"2022-07-10 00:00:00",Organic,1.743007409,5037.15,190.32,66.54,0.00,4780.30,,,
Tampa,Weekly,"2022-07-10 00:00:00",Organic,1.414953190,68090.50,358.02,129.15,0.00,67603.33,,,
Toledo,Weekly,"2022-07-10 00:00:00",Organic,1.991105850,5214.28,145.30,1733.53,0.00,3335.45,,,
"West Tex/New Mexico",Weekly,"2022-07-10 00:00:00",Organic,1.347936270,24489.54,2181.22,817.83,0.00,21490.49,,,
Wichita,Weekly,"2022-07-10 00:00:00",Organic,1.722655297,5076.20,1938.14,1.94,0.00,3136.11,,,
California,Weekly,"2022-07-10 00:00:00",Organic,2.124737920,334944.26,123816.48,18968.10,0.00,192159.67,,,
"Great Lakes",Weekly,"2022-07-10 00:00:00",Organic,1.812644479,207558.08,11432.91,39943.62,0.00,156181.55,,,
Midsouth,Weekly,"2022-07-10 00:00:00",Organic,2.005174920,228380.96,4355.21,47630.61,3049.99,173345.15,,,
Northeast,Weekly,"2022-07-10 00:00:00",Organic,1.978197352,307010.89,16289.93,24279.22,3425.22,263016.52,,,
Plains,Weekly,"2022-07-10 00:00:00",Organic,1.595233039,71043.88,10604.08,1076.75,0.00,59363.05,,,
"South Central",Weekly,"2022-07-10 00:00:00",Organic,1.642748223,147383.07,33821.44,5089.32,0.00,108472.30,,,
Southeast,Weekly,"2022-07-10 00:00:00",Organic,1.533740555,399424.48,2490.98,24241.22,35.26,372657.02,,,
West,Weekly,"2022-07-10 00:00:00",Organic,1.882001635,450511.49,66339.60,232473.22,1.12,151697.55,,,
"Total U.S.",Weekly,"2022-07-10 00:00:00",Organic,1.849308438,2146257.12,269150.64,393702.06,6511.59,1476892.82,,,
Albany,Weekly,"2022-07-17 00:00:00",Conventional,1.344810795,126723.48,24812.67,76400.23,4.86,25505.71,,,
Atlanta,Weekly,"2022-07-17 00:00:00",Conventional,1.229482504,724615.75,421144.39,49195.37,58571.46,195704.53,,,
Baltimore/Washington,Weekly,"2022-07-17 00:00:00",Conventional,1.327707517,1042475.93,411654.64,219883.70,16191.63,394745.97,,,
Birmingham/Montgomery,Weekly,"2022-07-17 00:00:00",Conventional,1.290342599,299126.77,170544.58,30179.54,4439.36,93963.29,,,
Boise,Weekly,"2022-07-17 00:00:00",Conventional,1.342692610,104129.15,67762.15,14819.77,153.65,21393.59,,,
Boston,Weekly,"2022-07-17 00:00:00",Conventional,1.600735024,522350.66,51718.03,320951.11,106.27,149575.26,,,
Buffalo/Rochester,Weekly,"2022-07-17 00:00:00",Conventional,1.375716685,197964.32,43951.42,41696.80,1403.00,110913.11,,,
Charlotte,Weekly,"2022-07-17 00:00:00",Conventional,1.504459228,349767.73,132681.16,69789.10,1993.03,145304.45,,,
Chicago,Weekly,"2022-07-17 00:00:00",Conventional,1.479413075,1058008.11,392676.42,309610.70,49704.48,306016.52,,,
Cincinnati/Dayton,Weekly,"2022-07-17 00:00:00",Conventional,1.466350340,289024.88,118647.80,52571.12,80097.55,37708.40,,,
Columbus,Weekly,"2022-07-17 00:00:00",Conventional,1.365471743,236359.81,104264.04,43384.63,40686.44,48024.70,,,
"Dallas/Ft. Worth",Weekly,"2022-07-17 00:00:00",Conventional,1.152537207,1339787.36,771663.58,147832.11,13240.10,407051.57,,,
Denver,Weekly,"2022-07-17 00:00:00",Conventional,1.431598447,947167.62,357454.41,172884.70,186249.86,230578.65,,,
Detroit,Weekly,"2022-07-17 00:00:00",Conventional,1.284721565,537407.86,196824.61,235227.36,9734.38,95621.51,,,
"Grand Rapids",Weekly,"2022-07-17 00:00:00",Conventional,1.436448743,229046.73,52681.69,114459.59,11279.17,50626.26,,,
Harrisburg/Scranton,Weekly,"2022-07-17 00:00:00",Conventional,1.311825120,379810.05,157227.50,100703.77,20.60,121858.18,,,
Hartford/Springfield,Weekly,"2022-07-17 00:00:00",Conventional,1.339486464,372021.14,43395.83,247439.45,77.01,81108.86,,,
Houston,Weekly,"2022-07-17 00:00:00",Conventional,1.121273765,982898.19,676959.17,91217.16,27489.69,187232.17,,,
Indianapolis,Weekly,"2022-07-17 00:00:00",Conventional,1.413470705,260004.36,118239.34,44403.49,45056.36,52305.17,,,
Jacksonville,Weekly,"2022-07-17 00:00:00",Conventional,1.360120868,216264.78,124926.24,22594.34,3.94,68740.26,,,
"Las Vegas",Weekly,"2022-07-17 00:00:00",Conventional,1.047620841,438985.26,283668.01,36818.30,9821.67,108677.29,,,
"Los Angeles",Weekly,"2022-07-17 00:00:00",Conventional,1.524399516,2988999.39,1769515.40,29811.89,480585.20,709086.89,,,
Louisville,Weekly,"2022-07-17 00:00:00",Conventional,1.242118500,131296.39,44931.61,19859.41,38689.61,27815.75,,,
"Miami/Ft. Lauderdale",Weekly,"2022-07-17 00:00:00",Conventional,1.453464582,820786.03,534272.27,83022.01,1073.67,202418.08,,,
Nashville,Weekly,"2022-07-17 00:00:00",Conventional,1.319555491,280303.50,135333.38,27575.46,39018.69,78375.97,,,
"Northern New England",Weekly,"2022-07-17 00:00:00",Conventional,1.441628126,446385.90,78399.54,269351.37,52.96,98582.04,,,
"New Orleans/Mobile",Weekly,"2022-07-17 00:00:00",Conventional,1.195101383,287856.35,137821.39,20198.40,2027.01,127809.55,,,
"New York",Weekly,"2022-07-17 00:00:00",Conventional,1.275165404,2425085.70,324586.56,1534572.88,13838.25,552088.01,,,
Orlando,Weekly,"2022-07-17 00:00:00",Conventional,1.316552680,505576.07,258308.77,45828.15,36.01,201403.15,,,
Peoria/Springfield,Weekly,"2022-07-17 00:00:00",Conventional,1.327981064,138590.59,63991.24,25268.95,10611.00,38719.40,,,
Philadelphia,Weekly,"2022-07-17 00:00:00",Conventional,1.290693132,655638.94,195755.43,257270.37,6638.90,195974.24,,,
Phoenix/Tucson,Weekly,"2022-07-17 00:00:00",Conventional,1.207146119,924245.29,534936.01,35711.41,177594.17,176003.70,,,
Pittsburgh,Weekly,"2022-07-17 00:00:00",Conventional,1.241938239,145910.85,78804.20,10669.08,2.84,56434.73,,,
Portland,Weekly,"2022-07-17 00:00:00",Conventional,1.456511842,608117.75,408927.61,80714.34,32940.97,85534.83,,,
Providence,Weekly,"2022-07-17 00:00:00",Conventional,1.546558888,89602.77,13211.74,55469.29,50.54,20871.20,,,
Raleigh/Greensboro,Weekly,"2022-07-17 00:00:00",Conventional,1.437081908,398602.42,160337.37,84326.68,1341.82,152596.55,,,
Richmond/Norfolk,Weekly,"2022-07-17 00:00:00",Conventional,1.405723269,284307.19,121878.69,53908.46,29958.45,78561.59,,,
Roanoke,Weekly,"2022-07-17 00:00:00",Conventional,1.338423962,172692.20,73488.28,26567.50,27065.18,45571.25,,,
Sacramento,Weekly,"2022-07-17 00:00:00",Conventional,1.716395343,471502.74,249308.52,126377.94,3967.40,91848.88,,,
"San Diego",Weekly,"2022-07-17 00:00:00",Conventional,1.529000097,557824.50,337688.94,12332.23,66133.98,141669.34,,,
"San Francisco",Weekly,"2022-07-17 00:00:00",Conventional,1.738859602,856967.25,617870.20,100735.53,5100.95,133260.58,,,
Seattle,Weekly,"2022-07-17 00:00:00",Conventional,1.695347629,529449.17,302678.39,139616.44,8445.28,78709.06,,,
"South Carolina",Weekly,"2022-07-17 00:00:00",Conventional,1.375716778,500983.86,220501.83,80872.48,12438.04,187171.51,,,
Spokane,Weekly,"2022-07-17 00:00:00",Conventional,1.528549770,79934.49,51514.38,16516.11,0.00,11904.00,,,
"St. Louis",Weekly,"2022-07-17 00:00:00",Conventional,1.206275349,240855.96,142013.51,6851.46,106.05,91884.94,,,
Syracuse,Weekly,"2022-07-17 00:00:00",Conventional,1.374887171,89639.09,22076.81,29440.58,183.23,37938.48,,,
Tampa,Weekly,"2022-07-17 00:00:00",Conventional,1.354562452,486131.63,280500.32,46016.11,18.81,159596.38,,,
Toledo,Weekly,"2022-07-17 00:00:00",Conventional,1.338973143,148296.33,62025.04,34749.87,23915.83,27605.59,,,
"West Tex/New Mexico",Weekly,"2022-07-17 00:00:00",Conventional,1.133905027,855890.23,461760.83,62906.94,17888.99,313333.46,,,
Wichita,Weekly,"2022-07-17 00:00:00",Conventional,1.230119233,101523.34,69474.66,7805.57,0.00,24243.11,,,
California,Weekly,"2022-07-17 00:00:00",Conventional,1.594510944,6180958.10,3782005.20,458300.32,623661.31,1316991.28,,,
"Great Lakes",Weekly,"2022-07-17 00:00:00",Conventional,1.383051488,4601777.76,1744095.31,1468565.84,341831.42,1047285.19,,,
Midsouth,Weekly,"2022-07-17 00:00:00",Conventional,1.364812109,3939952.70,1658907.18,725664.82,269932.98,1285447.71,,,
Northeast,Weekly,"2022-07-17 00:00:00",Conventional,1.329905974,6011175.64,1083920.67,3317586.73,16776.45,1592891.78,,,
Plains,Weekly,"2022-07-17 00:00:00",Conventional,1.428200364,1974133.98,1046617.87,244421.80,4396.90,678697.42,,,
"South Central",Weekly,"2022-07-17 00:00:00",Conventional,1.197082979,4964273.61,2974379.18,426098.69,99794.33,1464001.41,,,
Southeast,Weekly,"2022-07-17 00:00:00",Conventional,1.338784659,4709559.85,2658487.45,470432.55,112714.86,1467924.99,,,
West,Weekly,"2022-07-17 00:00:00",Conventional,1.351209276,6356703.61,3571713.57,876769.11,562965.74,1345255.20,,,
"Total U.S.",Weekly,"2022-07-17 00:00:00",Conventional,1.374551820,38738535.25,18520126.44,7987839.86,2032073.98,10198494.97,,,
Albany,Weekly,"2022-07-17 00:00:00",Organic,1.959152323,4341.10,265.71,442.19,0.00,3633.20,,,
Atlanta,Weekly,"2022-07-17 00:00:00",Organic,1.637105214,42103.41,191.03,14969.20,0.00,26943.18,,,
Baltimore/Washington,Weekly,"2022-07-17 00:00:00",Organic,2.025300777,65051.97,578.10,6307.27,4468.69,53697.91,,,
Birmingham/Montgomery,Weekly,"2022-07-17 00:00:00",Organic,1.739094815,11678.81,61.07,773.01,0.00,10844.73,,,
Boise,Weekly,"2022-07-17 00:00:00",Organic,2.740828055,5925.40,156.12,3885.64,0.00,1883.63,,,
Boston,Weekly,"2022-07-17 00:00:00",Organic,2.019759457,34617.68,392.37,2103.07,2.11,32120.13,,,
Buffalo/Rochester,Weekly,"2022-07-17 00:00:00",Organic,1.918948000,13660.77,673.35,79.33,0.00,12908.08,,,
Charlotte,Weekly,"2022-07-17 00:00:00",Organic,2.017087587,16301.40,71.46,3092.07,12.96,13124.91,,,
Chicago,Weekly,"2022-07-17 00:00:00",Organic,1.682878551,65288.67,6134.70,3877.03,0.00,55276.94,,,
Cincinnati/Dayton,Weekly,"2022-07-17 00:00:00",Organic,2.231908551,16360.08,468.06,8594.39,0.00,7297.63,,,
Columbus,Weekly,"2022-07-17 00:00:00",Organic,2.081407387,13372.95,932.38,4786.60,0.00,7653.97,,,
"Dallas/Ft. Worth",Weekly,"2022-07-17 00:00:00",Organic,1.754161021,48017.24,14584.24,902.51,0.00,32530.49,,,
Denver,Weekly,"2022-07-17 00:00:00",Organic,2.006652907,43817.24,23089.95,806.37,0.00,19920.92,,,
Detroit,Weekly,"2022-07-17 00:00:00",Organic,1.976146467,18501.64,266.07,6289.87,0.00,11945.69,,,
"Grand Rapids",Weekly,"2022-07-17 00:00:00",Organic,1.857639665,6509.08,105.64,636.56,0.00,5766.89,,,
Harrisburg/Scranton,Weekly,"2022-07-17 00:00:00",Organic,1.781617123,12762.03,189.47,491.36,0.00,12081.20,,,
Hartford/Springfield,Weekly,"2022-07-17 00:00:00",Organic,1.967253397,23977.52,382.17,4464.15,4.96,19126.25,,,
Houston,Weekly,"2022-07-17 00:00:00",Organic,1.811615130,22787.97,9855.23,312.75,0.00,12619.99,,,
Indianapolis,Weekly,"2022-07-17 00:00:00",Organic,1.957629500,9871.49,169.15,2842.90,0.00,6859.43,,,
Jacksonville,Weekly,"2022-07-17 00:00:00",Organic,1.961158590,9064.93,125.06,98.63,0.00,8841.25,,,
"Las Vegas",Weekly,"2022-07-17 00:00:00",Organic,1.917710292,13713.85,3154.25,2795.44,0.00,7764.16,,,
"Los Angeles",Weekly,"2022-07-17 00:00:00",Organic,2.153439157,147542.95,57903.42,4864.64,2106.67,82668.22,,,
Louisville,Weekly,"2022-07-17 00:00:00",Organic,1.891484846,8725.77,80.50,3678.75,0.00,4966.51,,,
"Miami/Ft. Lauderdale",Weekly,"2022-07-17 00:00:00",Organic,1.455164478,95085.04,195.66,590.50,0.00,94298.88,,,
Nashville,Weekly,"2022-07-17 00:00:00",Organic,2.096165124,20894.25,452.17,8124.57,0.00,12317.52,,,
"Northern New England",Weekly,"2022-07-17 00:00:00",Organic,2.334546809,20292.99,2541.26,360.10,0.00,17391.63,,,
"New Orleans/Mobile",Weekly,"2022-07-17 00:00:00",Organic,1.489060270,11066.75,335.16,33.10,0.00,10698.50,,,
"New York",Weekly,"2022-07-17 00:00:00",Organic,1.984628591,112029.45,6602.73,10516.09,2517.48,92393.16,,,
Orlando,Weekly,"2022-07-17 00:00:00",Organic,1.448217851,46935.06,171.95,116.55,0.00,46646.56,,,
Peoria/Springfield,Weekly,"2022-07-17 00:00:00",Organic,1.735025058,5319.69,161.96,538.28,0.00,4619.45,,,
Philadelphia,Weekly,"2022-07-17 00:00:00",Organic,2.087620455,28973.94,873.37,3379.46,2878.82,21842.28,,,
Phoenix/Tucson,Weekly,"2022-07-17 00:00:00",Organic,1.757791323,35851.90,14131.61,5473.51,0.00,16246.78,,,
Pittsburgh,Weekly,"2022-07-17 00:00:00",Organic,1.868366328,11246.48,2300.33,33.21,0.00,8912.94,,,
Portland,Weekly,"2022-07-17 00:00:00",Organic,2.156299295,53918.79,956.42,35430.43,0.00,17531.94,,,
Providence,Weekly,"2022-07-17 00:00:00",Organic,1.777956050,6960.05,39.97,26.76,0.00,6893.32,,,
Raleigh/Greensboro,Weekly,"2022-07-17 00:00:00",Organic,1.905109191,20727.43,401.99,2888.67,18.42,17418.35,,,
Richmond/Norfolk,Weekly,"2022-07-17 00:00:00",Organic,1.708635451,19956.91,36.22,2722.61,3.01,17195.07,,,
Roanoke,Weekly,"2022-07-17 00:00:00",Organic,1.740298696,9718.31,19.04,1813.01,0.00,7886.26,,,
Sacramento,Weekly,"2022-07-17 00:00:00",Organic,2.068644760,23318.01,5723.61,2595.91,0.00,14998.49,,,
"San Diego",Weekly,"2022-07-17 00:00:00",Organic,2.227800947,26450.47,14101.19,1127.07,34.40,11187.82,,,
"San Francisco",Weekly,"2022-07-17 00:00:00",Organic,2.257027389,63672.05,19338.97,5639.88,0.00,38693.21,,,
