Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Chicago,Weekly,"2023-10-22 00:00:00",Organic,1.543865355,55670.32,286.80,22132.34,0.00,33251.19,,,
Cincinnati/Dayton,Weekly,"2023-10-22 00:00:00",Organic,2.095832363,15502.09,110.15,7377.99,0.00,8013.95,,,
Columbus,Weekly,"2023-10-22 00:00:00",Organic,1.838237796,10959.26,845.73,3694.27,0.00,6419.27,,,
"Dallas/Ft. Worth",Weekly,"2023-10-22 00:00:00",Organic,1.264707613,60047.72,17849.46,674.59,0.00,41523.66,,,
Denver,Weekly,"2023-10-22 00:00:00",Organic,1.420458237,39929.82,20695.79,782.68,0.00,18451.35,,,
Detroit,Weekly,"2023-10-22 00:00:00",Organic,1.538145104,19219.16,401.58,4512.05,0.00,14305.54,,,
"Grand Rapids",Weekly,"2023-10-22 00:00:00",Organic,1.228649002,7586.19,57.01,327.65,0.00,7201.52,,,
Harrisburg/Scranton,Weekly,"2023-10-22 00:00:00",Organic,1.046261656,39451.26,201.96,385.14,0.00,38864.15,,,
Hartford/Springfield,Weekly,"2023-10-22 00:00:00",Organic,1.612530010,22727.14,328.55,4499.84,0.00,17898.76,,,
Houston,Weekly,"2023-10-22 00:00:00",Organic,1.186348011,28619.13,13445.73,160.33,0.00,15013.07,,,
Indianapolis,Weekly,"2023-10-22 00:00:00",Organic,1.834676739,11093.89,228.39,3703.44,0.00,7162.06,,,
Jacksonville,Weekly,"2023-10-22 00:00:00",Organic,1.669985923,10383.57,107.27,125.06,0.00,10151.24,,,
"Las Vegas",Weekly,"2023-10-22 00:00:00",Organic,1.453868030,19973.49,6219.60,3435.87,0.00,10318.03,,,
"Los Angeles",Weekly,"2023-10-22 00:00:00",Organic,1.623873911,149122.35,67232.67,5112.76,1474.95,75301.98,,,
Louisville,Weekly,"2023-10-22 00:00:00",Organic,1.876625463,8458.88,4.69,3466.86,0.00,4987.32,,,
"Miami/Ft. Lauderdale",Weekly,"2023-10-22 00:00:00",Organic,1.369009573,62631.78,643.88,392.06,0.00,61595.84,,,
Nashville,Weekly,"2023-10-22 00:00:00",Organic,1.748392784,29179.44,80.67,12155.77,0.00,16943.00,,,
"Northern New England",Weekly,"2023-10-22 00:00:00",Organic,1.569229990,14412.03,1948.28,258.45,0.00,12205.30,,,
"New Orleans/Mobile",Weekly,"2023-10-22 00:00:00",Organic,1.293977218,14214.86,240.81,89.63,0.00,13884.42,,,
"New York",Weekly,"2023-10-22 00:00:00",Organic,1.394436408,165278.60,10318.04,11740.65,18.01,143201.90,,,
Orlando,Weekly,"2023-10-22 00:00:00",Organic,1.498079396,31452.84,312.35,177.24,0.00,30963.25,,,
Peoria/Springfield,Weekly,"2023-10-22 00:00:00",Organic,1.454246580,6428.69,87.51,1225.63,0.00,5115.55,,,
Philadelphia,Weekly,"2023-10-22 00:00:00",Organic,1.200894997,62260.47,1256.98,4314.55,0.00,56688.94,,,
Phoenix/Tucson,Weekly,"2023-10-22 00:00:00",Organic,1.469444812,35040.63,8802.17,7300.55,0.00,18937.91,,,
Pittsburgh,Weekly,"2023-10-22 00:00:00",Organic,1.390394311,8031.71,1363.43,1.99,0.00,6666.30,,,
Portland,Weekly,"2023-10-22 00:00:00",Organic,2.291017847,29539.60,27.94,19700.97,0.00,9810.69,,,
Providence,Weekly,"2023-10-22 00:00:00",Organic,1.411997447,5814.72,4.26,28.63,0.00,5781.83,,,
Raleigh/Greensboro,Weekly,"2023-10-22 00:00:00",Organic,1.437004061,39368.40,323.06,2340.60,9.14,36695.60,,,
Richmond/Norfolk,Weekly,"2023-10-22 00:00:00",Organic,1.375906766,28960.35,12.24,3044.21,0.00,25903.89,,,
Roanoke,Weekly,"2023-10-22 00:00:00",Organic,1.577454989,13846.39,4.67,2932.16,0.00,10909.56,,,
Sacramento,Weekly,"2023-10-22 00:00:00",Organic,1.778329610,15257.98,4628.90,1215.01,0.00,9414.07,,,
"San Diego",Weekly,"2023-10-22 00:00:00",Organic,1.954339982,23086.34,11887.91,873.10,217.34,10108.00,,,
"San Francisco",Weekly,"2023-10-22 00:00:00",Organic,1.939249838,54656.51,21428.92,2876.88,0.00,30350.71,,,
Seattle,Weekly,"2023-10-22 00:00:00",Organic,2.456740874,52179.26,662.28,41439.94,13.01,10064.04,,,
"South Carolina",Weekly,"2023-10-22 00:00:00",Organic,1.301839803,46122.53,222.03,3313.23,0.00,42587.27,,,
Spokane,Weekly,"2023-10-22 00:00:00",Organic,2.324737088,3882.36,75.84,2121.95,0.00,1684.57,,,
"St. Louis",Weekly,"2023-10-22 00:00:00",Organic,1.596431176,10118.43,850.92,1938.87,0.00,7328.64,,,
Syracuse,Weekly,"2023-10-22 00:00:00",Organic,1.416547198,7591.87,212.26,142.05,0.00,7237.55,,,
Tampa,Weekly,"2023-10-22 00:00:00",Organic,1.420182991,28704.24,324.49,90.51,0.00,28289.24,,,
Toledo,Weekly,"2023-10-22 00:00:00",Organic,1.682808440,5435.19,72.85,1597.20,0.00,3765.15,,,
"West Tex/New Mexico",Weekly,"2023-10-22 00:00:00",Organic,1.373422317,28248.61,5031.34,1280.53,0.00,21936.74,,,
Wichita,Weekly,"2023-10-22 00:00:00",Organic,0.812163437,9547.68,1380.53,11.64,0.00,8155.51,,,
California,Weekly,"2023-10-22 00:00:00",Organic,1.721585173,303105.11,129863.27,12403.51,1962.43,158875.89,,,
"Great Lakes",Weekly,"2023-10-22 00:00:00",Organic,1.617929109,188473.65,4533.54,58581.51,0.00,125358.60,,,
Midsouth,Weekly,"2023-10-22 00:00:00",Organic,1.446572076,353732.80,1367.51,52073.95,45.62,300245.72,,,
Northeast,Weekly,"2023-10-22 00:00:00",Organic,1.364914905,400627.72,12745.26,23251.44,0.00,364631.02,,,
Plains,Weekly,"2023-10-22 00:00:00",Organic,1.269499577,82538.10,11557.27,2803.28,1.70,68175.84,,,
"South Central",Weekly,"2023-10-22 00:00:00",Organic,1.270854801,197570.07,46921.55,6156.77,0.00,144491.76,,,
Southeast,Weekly,"2023-10-22 00:00:00",Organic,1.289042323,366707.53,2033.54,19575.83,0.00,345098.16,,,
West,Weekly,"2023-10-22 00:00:00",Organic,1.827363689,294095.88,64407.33,104493.01,13.96,125181.59,,,
"Total U.S.",Weekly,"2023-10-22 00:00:00",Organic,1.486734957,2186850.86,273429.27,279339.29,2023.71,1632058.59,,,
Albany,Weekly,"2023-10-29 00:00:00",Conventional,1.127821247,108350.55,27394.06,50818.67,0.00,30137.82,,,
Atlanta,Weekly,"2023-10-29 00:00:00",Conventional,1.155520041,651084.57,418774.27,44616.66,40.39,187653.25,,,
Baltimore/Washington,Weekly,"2023-10-29 00:00:00",Conventional,1.003721568,1096059.71,460872.28,181489.67,898.20,452799.56,,,
Birmingham/Montgomery,Weekly,"2023-10-29 00:00:00",Conventional,1.032541164,293783.68,206390.69,5717.52,15.72,81659.75,,,
Boise,Weekly,"2023-10-29 00:00:00",Conventional,1.089447039,112319.76,57605.99,32392.65,63.40,22257.72,,,
Boston,Weekly,"2023-10-29 00:00:00",Conventional,1.085864003,675979.89,83431.79,444566.62,90.31,147891.17,,,
Buffalo/Rochester,Weekly,"2023-10-29 00:00:00",Conventional,0.942328260,203452.57,46482.68,37781.16,733.46,118455.27,,,
Charlotte,Weekly,"2023-10-29 00:00:00",Conventional,1.152073789,369783.80,152015.29,57400.67,455.38,159912.47,,,
Chicago,Weekly,"2023-10-29 00:00:00",Conventional,0.865162991,1253266.37,799184.58,154288.63,56546.72,243246.45,,,
Cincinnati/Dayton,Weekly,"2023-10-29 00:00:00",Conventional,0.949376486,310770.51,230864.87,19634.70,11467.29,48803.65,,,
Columbus,Weekly,"2023-10-29 00:00:00",Conventional,1.129731315,227076.55,130050.89,30125.80,2117.75,64782.11,,,
"Dallas/Ft. Worth",Weekly,"2023-10-29 00:00:00",Conventional,0.840480559,1411045.29,751523.84,128434.46,2644.63,528442.36,,,
Denver,Weekly,"2023-10-29 00:00:00",Conventional,1.309647888,894759.56,372838.98,286697.98,17399.47,217823.14,,,
Detroit,Weekly,"2023-10-29 00:00:00",Conventional,1.085037282,356810.10,173703.60,38131.95,21003.41,123971.13,,,
"Grand Rapids",Weekly,"2023-10-29 00:00:00",Conventional,1.040991024,158385.46,46506.09,36712.61,13445.22,61721.54,,,
Harrisburg/Scranton,Weekly,"2023-10-29 00:00:00",Conventional,1.045575233,386505.38,153368.82,69139.92,10467.41,153529.22,,,
Hartford/Springfield,Weekly,"2023-10-29 00:00:00",Conventional,1.125444619,381527.85,61682.88,218064.39,223.64,101556.95,,,
Houston,Weekly,"2023-10-29 00:00:00",Conventional,0.897890566,975540.53,519471.69,93857.15,2349.49,359862.20,,,
Indianapolis,Weekly,"2023-10-29 00:00:00",Conventional,1.053474055,243187.58,145470.88,26721.76,4662.21,66332.73,,,
Jacksonville,Weekly,"2023-10-29 00:00:00",Conventional,1.135967084,235405.25,150992.15,2884.63,10.60,81517.87,,,
"Las Vegas",Weekly,"2023-10-29 00:00:00",Conventional,1.017060846,363037.60,212383.29,40996.92,7642.91,102014.48,,,
"Los Angeles",Weekly,"2023-10-29 00:00:00",Conventional,1.113715241,3042985.17,1926694.51,150861.69,326132.76,639296.21,,,
Louisville,Weekly,"2023-10-29 00:00:00",Conventional,1.054348364,124097.54,66316.17,16706.47,1116.85,39958.05,,,
"Miami/Ft. Lauderdale",Weekly,"2023-10-29 00:00:00",Conventional,1.091780280,1158290.72,682292.97,35279.05,1191.16,439527.54,,,
Nashville,Weekly,"2023-10-29 00:00:00",Conventional,1.075975237,291844.43,167782.73,25351.61,14.08,98696.00,,,
"Northern New England",Weekly,"2023-10-29 00:00:00",Conventional,1.179697354,425073.19,114174.79,228580.35,5.18,82312.87,,,
"New Orleans/Mobile",Weekly,"2023-10-29 00:00:00",Conventional,0.798477882,270309.25,190099.01,6053.51,644.85,73511.89,,,
"New York",Weekly,"2023-10-29 00:00:00",Conventional,1.229848725,1989114.77,435323.74,934997.44,14991.86,603801.73,,,
Orlando,Weekly,"2023-10-29 00:00:00",Conventional,1.054294708,638017.73,352410.86,9135.16,9.54,276462.17,,,
Peoria/Springfield,Weekly,"2023-10-29 00:00:00",Conventional,0.864912880,142501.11,87843.49,11302.93,2912.95,40441.75,,,
Philadelphia,Weekly,"2023-10-29 00:00:00",Conventional,1.018640601,621236.57,222737.11,142902.12,8361.71,247235.63,,,
Phoenix/Tucson,Weekly,"2023-10-29 00:00:00",Conventional,0.900966851,1165407.10,828730.45,138688.57,16073.39,181914.68,,,
Pittsburgh,Weekly,"2023-10-29 00:00:00",Conventional,1.124333988,164261.87,96045.01,5872.29,54.61,62289.96,,,
Portland,Weekly,"2023-10-29 00:00:00",Conventional,1.270496213,507505.54,246239.98,127418.06,26605.91,107241.59,,,
Providence,Weekly,"2023-10-29 00:00:00",Conventional,0.993366314,120871.64,18251.15,79056.96,18.64,23544.89,,,
Raleigh/Greensboro,Weekly,"2023-10-29 00:00:00",Conventional,1.133718364,421402.37,179988.37,69621.25,299.95,171492.80,,,
Richmond/Norfolk,Weekly,"2023-10-29 00:00:00",Conventional,1.061607003,286207.52,135704.83,48161.89,68.83,102271.98,,,
Roanoke,Weekly,"2023-10-29 00:00:00",Conventional,1.026704914,175992.69,87051.29,28020.83,361.25,60559.32,,,
Sacramento,Weekly,"2023-10-29 00:00:00",Conventional,1.231648338,419611.59,249765.85,80488.55,1823.58,87533.61,,,
"San Diego",Weekly,"2023-10-29 00:00:00",Conventional,1.149363120,568735.08,361470.50,41344.20,47707.02,118213.36,,,
"San Francisco",Weekly,"2023-10-29 00:00:00",Conventional,1.470581562,602752.37,441567.76,49672.78,2599.85,108911.97,,,
Seattle,Weekly,"2023-10-29 00:00:00",Conventional,1.406581431,461728.12,224174.86,98636.68,10936.71,127979.87,,,
"South Carolina",Weekly,"2023-10-29 00:00:00",Conventional,1.100936144,504629.54,270496.42,48273.50,67.48,185792.13,,,
Spokane,Weekly,"2023-10-29 00:00:00",Conventional,1.234939706,62767.20,34008.61,12999.87,136.48,15622.25,,,
"St. Louis",Weekly,"2023-10-29 00:00:00",Conventional,0.830149893,258088.82,166626.25,11961.37,43.29,79457.92,,,
Syracuse,Weekly,"2023-10-29 00:00:00",Conventional,0.998109497,88733.86,22474.76,26484.48,257.20,39517.43,,,
Tampa,Weekly,"2023-10-29 00:00:00",Conventional,1.013426097,646628.25,402092.45,9471.38,60.02,235004.40,,,
Toledo,Weekly,"2023-10-29 00:00:00",Conventional,1.023145903,115827.28,67498.12,15601.25,2722.17,30005.74,,,
"West Tex/New Mexico",Weekly,"2023-10-29 00:00:00",Conventional,0.871037555,829552.27,460650.59,50762.89,5470.16,312668.63,,,
Wichita,Weekly,"2023-10-29 00:00:00",Conventional,0.959487800,85409.81,48565.53,9655.94,3.78,27184.56,,,
California,Weekly,"2023-10-29 00:00:00",Conventional,1.188148970,5788064.01,3736342.49,466300.45,420993.18,1164427.89,,,
"Great Lakes",Weekly,"2023-10-29 00:00:00",Conventional,0.969732273,4182641.93,2370210.39,593045.09,150454.41,1068932.04,,,
Midsouth,Weekly,"2023-10-29 00:00:00",Conventional,1.055983011,4012863.17,1932432.40,588292.53,7734.79,1484403.44,,,
Northeast,Weekly,"2023-10-29 00:00:00",Conventional,1.111869681,5417029.26,1266221.83,2385632.96,20996.64,1744177.83,,,
Plains,Weekly,"2023-10-29 00:00:00",Conventional,0.953619846,2041325.46,1124067.72,264829.58,12261.38,640166.78,,,
"South Central",Weekly,"2023-10-29 00:00:00",Conventional,0.840500756,5265611.06,3046773.31,386905.63,13461.87,1818470.25,,,
Southeast,Weekly,"2023-10-29 00:00:00",Conventional,1.077936053,5365820.91,3286769.75,187084.23,385.41,1891581.51,,,
West,Weekly,"2023-10-29 00:00:00",Conventional,1.104343048,6087670.50,3437042.43,1173821.41,110386.14,1366420.51,,,
"Total U.S.",Weekly,"2023-10-29 00:00:00",Conventional,1.050101686,38161026.28,20199860.32,6045911.89,736673.83,11178580.25,,,
Albany,Weekly,"2023-10-29 00:00:00",Organic,1.341294390,5154.66,223.91,222.90,0.00,4707.84,,,
Atlanta,Weekly,"2023-10-29 00:00:00",Organic,1.193116009,75950.90,130.38,11006.53,0.00,64814.00,,,
Baltimore/Washington,Weekly,"2023-10-29 00:00:00",Organic,1.257394330,96375.76,384.95,8527.71,4.18,87458.93,,,
Birmingham/Montgomery,Weekly,"2023-10-29 00:00:00",Organic,1.160033415,23955.81,81.24,398.11,0.00,23476.47,,,
Boise,Weekly,"2023-10-29 00:00:00",Organic,2.113627181,5134.43,34.62,3114.08,0.00,1985.73,,,
Boston,Weekly,"2023-10-29 00:00:00",Organic,1.624365061,30629.31,223.78,1584.07,0.00,28821.46,,,
Buffalo/Rochester,Weekly,"2023-10-29 00:00:00",Organic,1.438161203,16981.72,439.31,47.87,0.00,16494.55,,,
Charlotte,Weekly,"2023-10-29 00:00:00",Organic,1.398758721,36184.58,94.97,2411.62,13.41,33664.58,,,
Chicago,Weekly,"2023-10-29 00:00:00",Organic,1.546845839,58591.06,377.13,24450.09,0.00,33763.84,,,
Cincinnati/Dayton,Weekly,"2023-10-29 00:00:00",Organic,2.248347583,15007.95,60.87,7650.45,0.00,7296.63,,,
Columbus,Weekly,"2023-10-29 00:00:00",Organic,1.827429107,10722.27,997.09,3314.50,0.00,6410.69,,,
"Dallas/Ft. Worth",Weekly,"2023-10-29 00:00:00",Organic,1.267205755,58036.95,19414.84,579.42,0.00,38042.69,,,
Denver,Weekly,"2023-10-29 00:00:00",Organic,1.406943787,40341.03,20693.44,659.01,0.00,18988.59,,,
Detroit,Weekly,"2023-10-29 00:00:00",Organic,1.614873225,18853.09,485.93,4547.32,0.00,13819.84,,,
"Grand Rapids",Weekly,"2023-10-29 00:00:00",Organic,1.315316161,7257.35,67.46,333.07,0.00,6856.83,,,
Harrisburg/Scranton,Weekly,"2023-10-29 00:00:00",Organic,1.063626691,36141.55,244.15,372.64,0.00,35524.76,,,
Hartford/Springfield,Weekly,"2023-10-29 00:00:00",Organic,1.601839003,21917.69,453.62,4555.54,0.00,16908.53,,,
Houston,Weekly,"2023-10-29 00:00:00",Organic,1.173333498,33546.75,15152.33,298.32,0.00,18096.10,,,
Indianapolis,Weekly,"2023-10-29 00:00:00",Organic,1.907791798,8411.22,188.94,3054.37,0.00,5167.91,,,
Jacksonville,Weekly,"2023-10-29 00:00:00",Organic,1.645647063,11291.90,102.50,92.18,0.00,11097.22,,,
"Las Vegas",Weekly,"2023-10-29 00:00:00",Organic,1.463546512,20176.59,6043.77,3508.63,0.00,10624.19,,,
"Los Angeles",Weekly,"2023-10-29 00:00:00",Organic,1.609781580,147493.12,61648.48,4904.54,2593.34,78346.76,,,
Louisville,Weekly,"2023-10-29 00:00:00",Organic,1.839593773,8151.62,0.00,3125.93,0.00,5025.69,,,
"Miami/Ft. Lauderdale",Weekly,"2023-10-29 00:00:00",Organic,1.301379776,68322.33,600.60,403.60,0.00,67318.14,,,
Nashville,Weekly,"2023-10-29 00:00:00",Organic,1.706827987,25950.59,64.91,8307.26,0.00,17578.42,,,
"Northern New England",Weekly,"2023-10-29 00:00:00",Organic,1.550765428,14716.94,1829.04,259.19,0.00,12628.70,,,
"New Orleans/Mobile",Weekly,"2023-10-29 00:00:00",Organic,1.292988857,15049.67,457.55,40.45,0.00,14551.66,,,
"New York",Weekly,"2023-10-29 00:00:00",Organic,1.409554744,158684.05,12355.72,10727.25,7.87,135593.21,,,
Orlando,Weekly,"2023-10-29 00:00:00",Organic,1.456409885,33133.52,298.80,118.02,0.00,32716.70,,,
Peoria/Springfield,Weekly,"2023-10-29 00:00:00",Organic,1.506695675,5236.40,110.46,1130.39,0.00,3995.55,,,
Philadelphia,Weekly,"2023-10-29 00:00:00",Organic,1.188351395,57208.09,1668.36,3479.88,0.00,52059.85,,,
Phoenix/Tucson,Weekly,"2023-10-29 00:00:00",Organic,1.465135203,35324.41,8837.35,7063.06,0.00,19423.99,,,
Pittsburgh,Weekly,"2023-10-29 00:00:00",Organic,1.387243186,8527.79,1446.76,2.98,0.00,7078.06,,,
Portland,Weekly,"2023-10-29 00:00:00",Organic,2.249124290,29417.30,157.62,18666.92,0.00,10592.76,,,
Providence,Weekly,"2023-10-29 00:00:00",Organic,1.390548044,5355.38,21.19,22.45,0.00,5311.74,,,
Raleigh/Greensboro,Weekly,"2023-10-29 00:00:00",Organic,1.411230825,39623.54,258.97,1893.69,3.04,37467.83,,,
Richmond/Norfolk,Weekly,"2023-10-29 00:00:00",Organic,1.331324361,32707.85,12.20,2860.11,0.00,29835.54,,,
Roanoke,Weekly,"2023-10-29 00:00:00",Organic,1.521490288,13935.82,0.00,2662.65,0.00,11273.17,,,
Sacramento,Weekly,"2023-10-29 00:00:00",Organic,1.702736418,15496.55,5263.21,1125.78,0.00,9107.56,,,
"San Diego",Weekly,"2023-10-29 00:00:00",Organic,1.930732071,21743.73,10921.89,910.83,292.98,9618.03,,,
"San Francisco",Weekly,"2023-10-29 00:00:00",Organic,1.781085686,59763.37,25718.34,2799.12,0.00,31245.91,,,
Seattle,Weekly,"2023-10-29 00:00:00",Organic,2.635372243,41972.50,624.99,30579.41,32.51,10735.58,,,
"South Carolina",Weekly,"2023-10-29 00:00:00",Organic,1.283540395,47885.99,263.75,3081.88,1.06,44539.30,,,
Spokane,Weekly,"2023-10-29 00:00:00",Organic,2.298052494,3863.34,98.84,2018.57,0.00,1745.93,,,
"St. Louis",Weekly,"2023-10-29 00:00:00",Organic,1.372487890,12576.96,2133.67,2069.56,0.00,8373.72,,,
Syracuse,Weekly,"2023-10-29 00:00:00",Organic,1.401914233,7580.03,198.06,195.26,0.00,7186.71,,,
Tampa,Weekly,"2023-10-29 00:00:00",Organic,1.395228350,29924.11,277.97,92.61,0.00,29553.53,,,
Toledo,Weekly,"2023-10-29 00:00:00",Organic,1.797295400,4436.98,50.50,1467.77,0.00,2918.71,,,
"West Tex/New Mexico",Weekly,"2023-10-29 00:00:00",Organic,1.454022669,25107.14,5549.29,1269.10,0.00,18288.75,,,
Wichita,Weekly,"2023-10-29 00:00:00",Organic,1.003306193,6760.21,1337.71,13.58,0.00,5408.92,,,
California,Weekly,"2023-10-29 00:00:00",Organic,1.668776691,305318.02,127771.89,11857.30,3327.42,162361.42,,,
"Great Lakes",Weekly,"2023-10-29 00:00:00",Organic,1.659597919,176418.61,4591.02,58678.33,0.00,113149.27,,,
Midsouth,Weekly,"2023-10-29 00:00:00",Organic,1.395232085,365209.82,1305.10,44263.59,21.88,319619.26,,,
Northeast,Weekly,"2023-10-29 00:00:00",Organic,1.370485731,382376.01,15808.82,21234.44,0.00,345332.75,,,
Plains,Weekly,"2023-10-29 00:00:00",Organic,1.276638332,78868.25,11730.29,2913.74,0.00,64224.22,,,
"South Central",Weekly,"2023-10-29 00:00:00",Organic,1.264067348,197736.66,48206.41,4652.39,0.00,144877.87,,,
Southeast,Weekly,"2023-10-29 00:00:00",Organic,1.284764806,387664.98,2073.47,20048.44,3.22,365539.85,,,
West,Weekly,"2023-10-29 00:00:00",Organic,1.818230558,279507.89,64794.10,88548.59,35.99,126129.21,,,
"Total U.S.",Weekly,"2023-10-29 00:00:00",Organic,1.469233501,2173100.24,276281.09,252196.81,3388.51,1641233.83,,,
Albany,Weekly,"2023-11-05 00:00:00",Conventional,1.095806416,121983.36,32080.66,59815.46,0.00,30087.24,,,
Atlanta,Weekly,"2023-11-05 00:00:00",Conventional,1.069902454,702890.56,467802.90,47205.31,33.36,187848.99,,,
Baltimore/Washington,Weekly,"2023-11-05 00:00:00",Conventional,1.109581507,1091606.25,463174.37,170677.19,640.64,457114.06,,,
Birmingham/Montgomery,Weekly,"2023-11-05 00:00:00",Conventional,0.991008358,298315.31,214197.27,6099.28,13.35,78005.40,,,
Boise,Weekly,"2023-11-05 00:00:00",Conventional,1.233057951,101326.83,51071.07,28215.45,57.88,21982.43,,,
Boston,Weekly,"2023-11-05 00:00:00",Conventional,1.326100447,535505.23,78733.52,299684.01,109.95,156977.74,,,
Buffalo/Rochester,Weekly,"2023-11-05 00:00:00",Conventional,0.955991826,208447.72,58994.44,41144.24,878.29,107430.75,,,
Charlotte,Weekly,"2023-11-05 00:00:00",Conventional,1.106315804,397517.38,193030.17,53759.39,387.58,150340.24,,,
Chicago,Weekly,"2023-11-05 00:00:00",Conventional,0.847260854,1200027.73,765482.20,135623.51,46241.86,252680.17,,,
Cincinnati/Dayton,Weekly,"2023-11-05 00:00:00",Conventional,0.968599488,315256.98,230056.77,31063.70,2334.46,51802.05,,,
Columbus,Weekly,"2023-11-05 00:00:00",Conventional,1.028595834,265868.04,168940.30,28888.29,583.04,67456.41,,,
"Dallas/Ft. Worth",Weekly,"2023-11-05 00:00:00",Conventional,0.768662783,1494181.90,836856.44,117587.67,1491.37,538246.42,,,
Denver,Weekly,"2023-11-05 00:00:00",Conventional,1.238221635,838414.78,355913.33,231924.10,18014.35,232563.00,,,
Detroit,Weekly,"2023-11-05 00:00:00",Conventional,1.012817640,437053.19,255839.57,55364.04,6168.97,119680.61,,,
"Grand Rapids",Weekly,"2023-11-05 00:00:00",Conventional,1.076932881,159737.39,59893.09,34592.43,5036.56,60215.30,,,
Harrisburg/Scranton,Weekly,"2023-11-05 00:00:00",Conventional,1.075965527,385110.51,177426.52,77514.68,9833.20,120336.10,,,
Hartford/Springfield,Weekly,"2023-11-05 00:00:00",Conventional,1.228748662,362676.29,79873.08,179079.74,187.19,103536.28,,,
Houston,Weekly,"2023-11-05 00:00:00",Conventional,0.842354433,1000504.98,588637.07,86258.97,1321.68,324287.26,,,
Indianapolis,Weekly,"2023-11-05 00:00:00",Conventional,0.974044844,280309.67,172260.35,42228.00,1076.01,64745.31,,,
Jacksonville,Weekly,"2023-11-05 00:00:00",Conventional,1.105760590,234070.53,155109.20,2938.05,8.65,76014.62,,,
"Las Vegas",Weekly,"2023-11-05 00:00:00",Conventional,0.986447088,388223.82,214059.04,35357.33,7174.20,131633.25,,,
"Los Angeles",Weekly,"2023-11-05 00:00:00",Conventional,1.225177158,2882293.75,1644060.52,149535.17,436655.50,652042.55,,,
Louisville,Weekly,"2023-11-05 00:00:00",Conventional,0.936260736,141858.69,84991.56,18135.29,177.77,38554.07,,,
"Miami/Ft. Lauderdale",Weekly,"2023-11-05 00:00:00",Conventional,1.084366860,1181635.24,708444.00,27298.08,1272.61,444620.53,,,
Nashville,Weekly,"2023-11-05 00:00:00",Conventional,0.989324191,305317.16,178683.48,30452.09,4.91,96176.68,,,
"Northern New England",Weekly,"2023-11-05 00:00:00",Conventional,1.214016525,424764.35,127000.96,215427.36,2.10,82333.93,,,
"New Orleans/Mobile",Weekly,"2023-11-05 00:00:00",Conventional,0.770503883,280380.79,194681.25,5049.35,283.06,80367.13,,,
"New York",Weekly,"2023-11-05 00:00:00",Conventional,1.257658455,2002606.41,537473.17,832225.46,14447.64,618460.13,,,
Orlando,Weekly,"2023-11-05 00:00:00",Conventional,1.032595735,642880.79,376588.24,6847.84,45.70,259399.02,,,
Peoria/Springfield,Weekly,"2023-11-05 00:00:00",Conventional,0.840370288,151992.74,95936.29,12302.55,1590.01,42163.89,,,
Philadelphia,Weekly,"2023-11-05 00:00:00",Conventional,1.048186369,624937.59,241187.89,157029.04,7407.69,219312.97,,,
Phoenix/Tucson,Weekly,"2023-11-05 00:00:00",Conventional,0.974740007,1174966.81,737433.40,153443.68,16193.76,267895.98,,,
Pittsburgh,Weekly,"2023-11-05 00:00:00",Conventional,1.019129992,184899.34,114380.12,3962.45,37.73,66519.05,,,
Portland,Weekly,"2023-11-05 00:00:00",Conventional,1.271247924,535602.55,315063.71,84671.84,25974.19,109892.80,,,
Providence,Weekly,"2023-11-05 00:00:00",Conventional,1.228681279,90808.66,22020.28,43549.93,0.00,25238.45,,,
Raleigh/Greensboro,Weekly,"2023-11-05 00:00:00",Conventional,1.047457537,475168.25,241954.47,70632.71,289.34,162291.73,,,
Richmond/Norfolk,Weekly,"2023-11-05 00:00:00",Conventional,0.909925035,340381.35,173845.52,61725.22,70.83,104739.79,,,
Roanoke,Weekly,"2023-11-05 00:00:00",Conventional,0.843598036,223681.80,138550.33,29085.78,400.01,55645.69,,,
Sacramento,Weekly,"2023-11-05 00:00:00",Conventional,1.000505816,498023.01,289478.46,102940.39,2557.15,103047.01,,,
"San Diego",Weekly,"2023-11-05 00:00:00",Conventional,1.213486629,534458.66,318109.45,37355.14,56495.39,122498.69,,,
"San Francisco",Weekly,"2023-11-05 00:00:00",Conventional,1.028772836,817824.55,638071.80,56628.83,3766.14,119357.77,,,
Seattle,Weekly,"2023-11-05 00:00:00",Conventional,1.317884785,523745.78,290536.39,107041.49,12312.87,113855.02,,,
"South Carolina",Weekly,"2023-11-05 00:00:00",Conventional,1.038337473,540095.38,313309.92,43608.30,101.29,183075.87,,,
Spokane,Weekly,"2023-11-05 00:00:00",Conventional,1.139399320,72016.12,45226.86,12799.81,17.32,13972.14,,,
"St. Louis",Weekly,"2023-11-05 00:00:00",Conventional,0.823384551,260039.93,167863.04,11632.24,71.28,80473.37,,,
Syracuse,Weekly,"2023-11-05 00:00:00",Conventional,0.977294199,97258.13,28536.64,30740.64,218.28,37762.57,,,
Tampa,Weekly,"2023-11-05 00:00:00",Conventional,0.990544752,661894.28,427156.61,5492.65,24.22,229220.80,,,
Toledo,Weekly,"2023-11-05 00:00:00",Conventional,0.949585329,139258.97,92266.11,16015.00,862.52,30115.33,,,
"West Tex/New Mexico",Weekly,"2023-11-05 00:00:00",Conventional,0.872210430,801232.37,419166.83,51525.68,5791.05,324748.81,,,
