Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
California,Weekly,"2024-04-14 00:00:00",Organic,1.679030000,335750.86,123715.96,18546.80,0.00,193488.10,,,
California,Weekly,"2024-04-07 00:00:00",Organic,1.690980000,342864.91,137983.34,13202.01,9.22,191670.34,,,
California,Weekly,"2024-03-31 00:00:00",Organic,1.687640000,341426.94,129317.53,11661.32,4.10,200443.99,,,
"Great Lakes",Weekly,"2024-04-21 00:00:00",Organic,1.356230000,324246.27,10897.82,60173.72,0.00,253174.74,,,
"Great Lakes",Weekly,"2024-04-14 00:00:00",Organic,1.417480000,323929.91,17965.72,75792.41,0.00,230171.77,,,
"Great Lakes",Weekly,"2024-04-07 00:00:00",Organic,1.384080000,320056.41,8431.75,76428.26,0.00,235196.39,,,
"Great Lakes",Weekly,"2024-03-31 00:00:00",Organic,1.371570000,271609.89,7473.47,51870.56,0.00,212265.86,,,
Midsouth,Weekly,"2024-04-21 00:00:00",Organic,1.361390000,476055.24,2335.13,53173.25,5.57,420541.28,,,
Midsouth,Weekly,"2024-04-14 00:00:00",Organic,1.350120000,497707.33,2180.14,61458.74,15.16,434053.29,,,
Midsouth,Weekly,"2024-04-07 00:00:00",Organic,1.367220000,469812.32,2377.73,53817.63,15.75,413601.20,,,
Midsouth,Weekly,"2024-03-31 00:00:00",Organic,1.382870000,430231.40,2991.42,59089.08,17.65,368133.24,,,
Northeast,Weekly,"2024-04-21 00:00:00",Organic,1.247690000,563604.60,15257.35,23593.55,0.00,524753.70,,,
Northeast,Weekly,"2024-04-14 00:00:00",Organic,1.235820000,555916.12,14093.12,25085.18,0.00,516737.82,,,
Northeast,Weekly,"2024-04-07 00:00:00",Organic,1.197030000,548040.04,11900.11,27522.76,0.00,508617.17,,,
Northeast,Weekly,"2024-03-31 00:00:00",Organic,1.209720000,509162.63,13711.97,23241.00,0.00,472209.66,,,
Plains,Weekly,"2024-04-21 00:00:00",Organic,1.343710000,243800.31,9759.36,12343.58,0.00,221697.37,,,
Plains,Weekly,"2024-04-14 00:00:00",Organic,1.311620000,217550.26,10632.34,5759.03,0.00,201158.89,,,
Plains,Weekly,"2024-04-07 00:00:00",Organic,1.224130000,221231.06,11307.44,2678.44,0.00,207245.18,,,
Plains,Weekly,"2024-03-31 00:00:00",Organic,1.231280000,217424.98,10514.16,2862.71,0.00,204048.11,,,
"South Central",Weekly,"2024-04-21 00:00:00",Organic,1.265910000,291448.67,43837.35,2698.73,0.00,244912.59,,,
"South Central",Weekly,"2024-04-14 00:00:00",Organic,1.262570000,288311.05,47891.43,3095.77,0.00,237323.84,,,
"South Central",Weekly,"2024-04-07 00:00:00",Organic,1.251460000,309337.68,51572.84,4830.71,0.00,252934.13,,,
"South Central",Weekly,"2024-03-31 00:00:00",Organic,1.152270000,289747.45,42633.34,7558.52,0.00,239555.59,,,
Southeast,Weekly,"2024-04-21 00:00:00",Organic,1.192150000,537935.14,2578.08,19409.24,2.38,515945.43,,,
Southeast,Weekly,"2024-04-14 00:00:00",Organic,1.223650000,513872.25,3583.41,24347.03,0.00,485941.81,,,
Southeast,Weekly,"2024-04-07 00:00:00",Organic,1.215400000,540484.71,3096.22,25404.68,0.00,511983.81,,,
Southeast,Weekly,"2024-03-31 00:00:00",Organic,1.174430000,513070.91,3068.74,28549.87,0.00,481452.30,,,
West,Weekly,"2024-04-21 00:00:00",Organic,1.656560000,377328.25,88846.39,92280.04,54.21,196147.62,,,
West,Weekly,"2024-04-14 00:00:00",Organic,1.691820000,432505.46,99730.00,141916.63,48.27,190810.56,,,
West,Weekly,"2024-04-07 00:00:00",Organic,1.630620000,428023.11,108473.71,138010.44,59.52,181479.44,,,
West,Weekly,"2024-03-31 00:00:00",Organic,1.712250000,427350.47,113006.67,118057.45,40.31,196246.04,,,
Albany,Weekly,"2024-05-19 00:00:00",Conventional,1.076000000,158517.86,48240.34,75170.62,198.70,34908.20,,,
Albany,Weekly,"2024-05-12 00:00:00",Conventional,1.068790000,157973.42,39816.70,77780.26,372.58,40003.88,,,
Albany,Weekly,"2024-05-05 00:00:00",Conventional,1.051120000,196336.97,59287.08,98374.21,183.90,38491.78,,,
Albany,Weekly,"2024-04-28 00:00:00",Conventional,1.086230000,151921.08,37029.36,72044.56,94.52,42752.65,,,
Atlanta,Weekly,"2024-05-19 00:00:00",Conventional,1.275380000,794551.15,513752.94,72958.75,69.47,207769.99,,,
Atlanta,Weekly,"2024-05-12 00:00:00",Conventional,1.222760000,860438.94,512629.33,138148.64,86.34,209574.63,,,
Atlanta,Weekly,"2024-05-05 00:00:00",Conventional,1.065230000,1100657.33,679244.12,205639.35,103.32,215670.54,,,
Atlanta,Weekly,"2024-04-28 00:00:00",Conventional,1.237040000,913643.19,530513.71,165335.78,70.16,217723.53,,,
Baltimore/Washington,Weekly,"2024-05-19 00:00:00",Conventional,1.304860000,1183671.89,478811.62,170151.61,1202.33,533506.32,,,
Baltimore/Washington,Weekly,"2024-05-12 00:00:00",Conventional,1.245370000,1323897.26,544800.90,192738.95,1359.32,584998.10,,,
Baltimore/Washington,Weekly,"2024-05-05 00:00:00",Conventional,1.172570000,1466553.53,638785.11,233702.91,1433.06,592632.45,,,
Baltimore/Washington,Weekly,"2024-04-28 00:00:00",Conventional,1.205210000,1347475.98,576712.76,176419.11,1546.31,592797.80,,,
Birmingham/Montgomery,Weekly,"2024-05-19 00:00:00",Conventional,1.140870000,378424.21,272915.22,11632.29,60.23,93816.48,,,
Birmingham/Montgomery,Weekly,"2024-05-12 00:00:00",Conventional,1.110620000,380331.60,272983.49,12161.61,65.86,95120.64,,,
Birmingham/Montgomery,Weekly,"2024-05-05 00:00:00",Conventional,0.979520000,479160.11,362119.13,19270.44,87.86,97682.68,,,
Birmingham/Montgomery,Weekly,"2024-04-28 00:00:00",Conventional,1.109390000,388390.91,275938.17,10933.27,15.42,101504.05,,,
Boise,Weekly,"2024-05-19 00:00:00",Conventional,1.365860000,124155.41,46879.49,49819.62,112.50,27343.80,,,
Boise,Weekly,"2024-05-12 00:00:00",Conventional,1.350480000,126671.87,52269.49,47964.83,91.05,26346.49,,,
Boise,Weekly,"2024-05-05 00:00:00",Conventional,1.220820000,149508.84,72734.67,50205.45,128.88,26439.84,,,
Boise,Weekly,"2024-04-28 00:00:00",Conventional,1.321000000,118893.68,52179.94,38138.36,85.35,28490.03,,,
Boston,Weekly,"2024-05-19 00:00:00",Conventional,1.390030000,714539.76,173113.80,339323.59,428.75,201673.62,,,
Boston,Weekly,"2024-05-12 00:00:00",Conventional,1.245470000,928580.38,236177.07,461289.77,594.70,230518.84,,,
Boston,Weekly,"2024-05-05 00:00:00",Conventional,1.107620000,964065.11,225977.62,481464.88,228.00,256394.61,,,
Boston,Weekly,"2024-04-28 00:00:00",Conventional,1.264080000,796946.71,192594.03,329832.37,367.95,274152.36,,,
Buffalo/Rochester,Weekly,"2024-05-19 00:00:00",Conventional,1.170320000,242097.81,60463.72,51391.89,1567.99,128674.20,,,
Buffalo/Rochester,Weekly,"2024-05-12 00:00:00",Conventional,1.149580000,276839.03,58779.04,58913.98,1706.18,157439.83,,,
Buffalo/Rochester,Weekly,"2024-05-05 00:00:00",Conventional,1.071950000,318027.71,111522.71,63173.26,1117.21,142214.54,,,
Buffalo/Rochester,Weekly,"2024-04-28 00:00:00",Conventional,1.118670000,274326.05,65124.80,62738.15,1444.02,145019.09,,,
Charlotte,Weekly,"2024-05-19 00:00:00",Conventional,1.251320000,454639.20,197966.07,62985.17,432.75,193255.22,,,
Charlotte,Weekly,"2024-05-12 00:00:00",Conventional,1.202500000,438795.49,173599.62,61822.44,381.50,202991.94,,,
Charlotte,Weekly,"2024-05-05 00:00:00",Conventional,1.012490000,613878.86,289884.75,116109.53,786.47,207098.10,,,
Charlotte,Weekly,"2024-04-28 00:00:00",Conventional,1.183260000,480076.69,210460.26,62828.81,458.75,206328.87,,,
Chicago,Weekly,"2024-05-19 00:00:00",Conventional,1.239240000,1119480.50,469331.55,208896.54,74857.42,366394.99,,,
Chicago,Weekly,"2024-05-12 00:00:00",Conventional,1.196140000,1221058.92,509805.78,262496.31,98783.08,349973.76,,,
Chicago,Weekly,"2024-05-05 00:00:00",Conventional,1.092260000,1691711.04,702023.74,569685.09,112567.07,307435.14,,,
Chicago,Weekly,"2024-04-28 00:00:00",Conventional,1.177440000,1193152.44,511781.35,220513.55,64866.19,395991.36,,,
Cincinnati/Dayton,Weekly,"2024-05-19 00:00:00",Conventional,1.363120000,287514.40,139048.22,84379.44,368.31,63718.43,,,
Cincinnati/Dayton,Weekly,"2024-05-12 00:00:00",Conventional,1.345800000,357567.01,133150.32,159817.47,536.29,64062.93,,,
Cincinnati/Dayton,Weekly,"2024-05-05 00:00:00",Conventional,1.284920000,418776.65,145448.62,205115.85,542.37,67669.81,,,
Cincinnati/Dayton,Weekly,"2024-04-28 00:00:00",Conventional,1.241350000,352744.78,139752.72,140582.66,387.36,72022.04,,,
Columbus,Weekly,"2024-05-19 00:00:00",Conventional,1.363060000,247962.79,104126.31,63288.68,455.67,80092.14,,,
Columbus,Weekly,"2024-05-12 00:00:00",Conventional,1.294690000,305379.07,111850.22,112820.20,686.75,80021.89,,,
Columbus,Weekly,"2024-05-05 00:00:00",Conventional,1.266360000,366540.26,137690.03,144174.57,602.79,84072.87,,,
Columbus,Weekly,"2024-04-28 00:00:00",Conventional,1.240990000,297548.84,131071.86,76762.34,423.91,89290.74,,,
"Dallas/Ft. Worth",Weekly,"2024-05-19 00:00:00",Conventional,0.994070000,1504264.50,747226.74,213118.65,1578.61,542340.50,,,
"Dallas/Ft. Worth",Weekly,"2024-05-12 00:00:00",Conventional,0.972070000,1597002.39,773644.25,258170.65,1700.21,563487.28,,,
"Dallas/Ft. Worth",Weekly,"2024-05-05 00:00:00",Conventional,0.894620000,1875162.52,877735.82,318972.17,3246.10,675208.43,,,
"Dallas/Ft. Worth",Weekly,"2024-04-28 00:00:00",Conventional,0.906270000,1689865.00,873380.99,238779.59,1841.56,575862.86,,,
Denver,Weekly,"2024-05-19 00:00:00",Conventional,1.458180000,999488.00,348749.37,387604.28,17498.06,245636.29,,,
Denver,Weekly,"2024-05-12 00:00:00",Conventional,1.458250000,1058552.83,395254.96,394748.98,18592.74,249956.15,,,
Denver,Weekly,"2024-05-05 00:00:00",Conventional,1.379020000,1165333.22,441045.59,436196.81,16868.38,271222.45,,,
Denver,Weekly,"2024-04-28 00:00:00",Conventional,1.366400000,976207.98,389488.72,308217.23,18811.28,259690.75,,,
Detroit,Weekly,"2024-05-19 00:00:00",Conventional,1.322080000,404629.66,151000.22,117518.37,3170.55,132940.53,,,
Detroit,Weekly,"2024-05-12 00:00:00",Conventional,1.303520000,560551.74,142206.05,277184.98,7486.45,133674.26,,,
Detroit,Weekly,"2024-05-05 00:00:00",Conventional,1.270760000,662375.47,167743.44,348067.89,10926.24,135637.90,,,
Detroit,Weekly,"2024-04-28 00:00:00",Conventional,1.273850000,474149.52,136174.47,187750.64,3573.72,146650.69,,,
"Grand Rapids",Weekly,"2024-05-19 00:00:00",Conventional,1.357700000,180011.72,45513.51,57677.87,3861.38,72958.96,,,
"Grand Rapids",Weekly,"2024-05-12 00:00:00",Conventional,1.262410000,267711.26,46676.62,142804.48,11281.17,66948.99,,,
"Grand Rapids",Weekly,"2024-05-05 00:00:00",Conventional,1.227740000,349214.76,61592.49,206882.50,12418.22,68321.55,,,
"Grand Rapids",Weekly,"2024-04-28 00:00:00",Conventional,1.257740000,205416.66,46085.93,76172.70,4577.34,78580.70,,,
Harrisburg/Scranton,Weekly,"2024-05-19 00:00:00",Conventional,1.269380000,431227.63,185350.20,68524.43,14648.25,162704.74,,,
Harrisburg/Scranton,Weekly,"2024-05-12 00:00:00",Conventional,1.179840000,546363.09,227871.60,90837.64,13751.78,213902.08,,,
Harrisburg/Scranton,Weekly,"2024-05-05 00:00:00",Conventional,1.218450000,517594.33,213559.92,111650.05,15774.82,176609.54,,,
Harrisburg/Scranton,Weekly,"2024-04-28 00:00:00",Conventional,1.200040000,487308.85,201758.37,95627.36,15312.62,174610.50,,,
Hartford/Springfield,Weekly,"2024-05-19 00:00:00",Conventional,1.400670000,419809.45,50337.61,240901.94,415.16,128154.75,,,
Hartford/Springfield,Weekly,"2024-05-12 00:00:00",Conventional,1.321080000,536175.53,63263.37,333500.94,474.58,138936.63,,,
Hartford/Springfield,Weekly,"2024-05-05 00:00:00",Conventional,1.066930000,562616.84,78987.45,340329.18,371.55,142928.65,,,
Hartford/Springfield,Weekly,"2024-04-28 00:00:00",Conventional,1.277760000,449006.56,57328.93,233423.09,411.71,157842.84,,,
Houston,Weekly,"2024-05-19 00:00:00",Conventional,1.057690000,975769.87,509731.82,167928.34,1372.55,296737.17,,,
Houston,Weekly,"2024-05-12 00:00:00",Conventional,1.080520000,1047319.96,478878.31,262720.12,1812.24,303909.29,,,
Houston,Weekly,"2024-05-05 00:00:00",Conventional,1.005890000,1226393.20,570109.75,313114.71,2412.71,340756.03,,,
Houston,Weekly,"2024-04-28 00:00:00",Conventional,1.035840000,1031108.23,526143.63,189380.34,1747.06,313837.19,,,
Indianapolis,Weekly,"2024-05-19 00:00:00",Conventional,1.235400000,283368.30,122706.84,79285.13,678.53,80697.80,,,
Indianapolis,Weekly,"2024-05-12 00:00:00",Conventional,1.252830000,333272.55,117517.03,131887.60,740.38,83127.54,,,
Indianapolis,Weekly,"2024-05-05 00:00:00",Conventional,1.207390000,379417.69,129547.56,163972.07,974.05,84924.00,,,
Indianapolis,Weekly,"2024-04-28 00:00:00",Conventional,1.167220000,326212.54,110882.66,125913.40,656.73,88759.75,,,
Jacksonville,Weekly,"2024-05-19 00:00:00",Conventional,1.233260000,289865.07,193411.45,3970.90,22.25,92460.47,,,
Jacksonville,Weekly,"2024-05-12 00:00:00",Conventional,1.196760000,289283.59,197231.91,2647.85,7.83,89396.01,,,
Jacksonville,Weekly,"2024-05-05 00:00:00",Conventional,1.001730000,400012.99,303300.61,4902.95,28.94,91780.50,,,
Jacksonville,Weekly,"2024-04-28 00:00:00",Conventional,1.214380000,285312.36,197727.79,3526.74,16.12,84041.70,,,
"Las Vegas",Weekly,"2024-05-19 00:00:00",Conventional,1.332070000,408926.73,146073.04,111648.46,7257.07,143948.16,,,
"Las Vegas",Weekly,"2024-05-12 00:00:00",Conventional,1.345600000,401952.91,167963.15,97322.04,8074.99,128592.73,,,
"Las Vegas",Weekly,"2024-05-05 00:00:00",Conventional,1.266780000,466533.24,172072.38,117187.47,9076.61,168196.77,,,
"Las Vegas",Weekly,"2024-04-28 00:00:00",Conventional,1.234540000,390642.01,181448.25,62692.44,8810.18,137691.15,,,
"Los Angeles",Weekly,"2024-05-19 00:00:00",Conventional,1.399900000,3009583.86,1667253.53,106113.71,500900.27,735316.34,,,
"Los Angeles",Weekly,"2024-05-12 00:00:00",Conventional,1.351970000,3291555.32,1817206.86,153422.04,581075.45,739850.97,,,
"Los Angeles",Weekly,"2024-05-05 00:00:00",Conventional,1.208190000,3580877.59,2034690.60,131962.53,630443.49,783780.97,,,
"Los Angeles",Weekly,"2024-04-28 00:00:00",Conventional,1.340200000,3064739.96,1785429.49,112724.34,390562.80,776023.34,,,
Louisville,Weekly,"2024-05-19 00:00:00",Conventional,1.358120000,174652.54,59973.30,64185.79,86.52,50406.93,,,
Louisville,Weekly,"2024-05-12 00:00:00",Conventional,1.149150000,179332.91,62968.74,63795.99,62.67,52505.51,,,
Louisville,Weekly,"2024-05-05 00:00:00",Conventional,1.112160000,200947.29,75250.37,71748.19,84.29,53864.45,,,
Louisville,Weekly,"2024-04-28 00:00:00",Conventional,1.262400000,166464.09,66579.53,45765.98,74.56,54044.03,,,
"Miami/Ft. Lauderdale",Weekly,"2024-05-19 00:00:00",Conventional,1.207960000,1541449.36,907510.24,62205.22,2475.19,569258.72,,,
"Miami/Ft. Lauderdale",Weekly,"2024-05-12 00:00:00",Conventional,1.188140000,1536966.64,894321.35,62044.31,1925.19,578675.79,,,
"Miami/Ft. Lauderdale",Weekly,"2024-05-05 00:00:00",Conventional,0.991450000,1986235.59,1330354.78,56980.01,2384.86,596515.94,,,
"Miami/Ft. Lauderdale",Weekly,"2024-04-28 00:00:00",Conventional,1.189710000,1589960.28,928460.27,52548.53,1881.87,607069.60,,,
Nashville,Weekly,"2024-05-19 00:00:00",Conventional,1.307120000,369625.27,181945.86,73909.70,29.09,113740.62,,,
Nashville,Weekly,"2024-05-12 00:00:00",Conventional,1.270680000,370093.98,193168.49,65244.07,37.71,111643.71,,,
Nashville,Weekly,"2024-05-05 00:00:00",Conventional,1.103520000,441466.12,242997.09,76229.50,29.75,122209.78,,,
Nashville,Weekly,"2024-04-28 00:00:00",Conventional,1.211510000,378505.37,197837.71,56508.35,22.42,124136.89,,,
"Northern New England",Weekly,"2024-05-19 00:00:00",Conventional,1.085550000,641031.40,269277.02,266945.18,273.70,104535.50,,,
"Northern New England",Weekly,"2024-05-12 00:00:00",Conventional,1.044330000,580006.87,246717.36,228736.82,385.38,104167.31,,,
"Northern New England",Weekly,"2024-05-05 00:00:00",Conventional,1.043980000,756273.74,325174.37,320208.12,187.96,110703.29,,,
"Northern New England",Weekly,"2024-04-28 00:00:00",Conventional,1.173650000,512984.36,199663.21,197587.24,249.50,115484.40,,,
"New Orleans/Mobile",Weekly,"2024-05-19 00:00:00",Conventional,1.006950000,288284.90,208505.22,7223.43,263.71,72292.54,,,
"New Orleans/Mobile",Weekly,"2024-05-12 00:00:00",Conventional,0.987170000,302652.93,209824.41,8184.65,200.81,84443.06,,,
"New Orleans/Mobile",Weekly,"2024-05-05 00:00:00",Conventional,0.951030000,348446.56,238016.56,13775.12,419.02,96235.86,,,
"New Orleans/Mobile",Weekly,"2024-04-28 00:00:00",Conventional,0.958360000,319279.73,215936.05,7469.42,225.51,95648.75,,,
"New York",Weekly,"2024-05-19 00:00:00",Conventional,1.432010000,2239584.76,424780.75,989250.03,26356.38,799197.60,,,
"New York",Weekly,"2024-05-12 00:00:00",Conventional,1.319720000,2771164.74,558145.33,1301002.68,23380.78,888635.95,,,
"New York",Weekly,"2024-05-05 00:00:00",Conventional,1.267570000,2701746.88,515378.92,1269980.39,22999.65,893387.93,,,
"New York",Weekly,"2024-04-28 00:00:00",Conventional,1.326150000,2475234.88,460270.40,1078275.53,24075.84,912613.11,,,
Orlando,Weekly,"2024-05-19 00:00:00",Conventional,1.178130000,789258.12,436867.99,23200.47,11.44,329178.22,,,
Orlando,Weekly,"2024-05-12 00:00:00",Conventional,1.156340000,784722.77,449911.52,13804.42,20.79,320986.04,,,
Orlando,Weekly,"2024-05-05 00:00:00",Conventional,0.975980000,1051787.22,712656.43,10164.77,16.07,328949.95,,,
Orlando,Weekly,"2024-04-28 00:00:00",Conventional,1.135900000,781974.99,466452.23,7665.63,42.27,307814.86,,,
Peoria/Springfield,Weekly,"2024-05-19 00:00:00",Conventional,1.049390000,158714.62,86275.19,19857.66,1672.25,50909.53,,,
Peoria/Springfield,Weekly,"2024-05-12 00:00:00",Conventional,1.046620000,184967.45,96048.11,35475.19,2294.71,51149.43,,,
Peoria/Springfield,Weekly,"2024-05-05 00:00:00",Conventional,1.012690000,205874.68,114067.95,47091.73,2595.66,42119.34,,,
Peoria/Springfield,Weekly,"2024-04-28 00:00:00",Conventional,0.997540000,173141.50,93812.11,25430.95,1104.58,52793.86,,,
Philadelphia,Weekly,"2024-05-19 00:00:00",Conventional,1.205500000,677992.58,226168.06,153190.57,9833.38,288800.58,,,
Philadelphia,Weekly,"2024-05-12 00:00:00",Conventional,1.167620000,822190.51,286861.85,189997.93,8936.07,336394.67,,,
Philadelphia,Weekly,"2024-05-05 00:00:00",Conventional,1.161240000,830412.83,286821.40,214450.29,11714.28,317426.85,,,
Philadelphia,Weekly,"2024-04-28 00:00:00",Conventional,1.177570000,758575.34,254003.22,200369.77,10233.59,293968.77,,,
Phoenix/Tucson,Weekly,"2024-05-19 00:00:00",Conventional,1.168650000,1301554.99,648280.81,372693.20,16048.64,264532.34,,,
Phoenix/Tucson,Weekly,"2024-05-12 00:00:00",Conventional,1.180200000,1294621.83,721296.45,331625.14,18050.11,223650.13,,,
Phoenix/Tucson,Weekly,"2024-05-05 00:00:00",Conventional,1.128680000,1507490.41,763193.34,410679.52,19763.17,313854.38,,,
Phoenix/Tucson,Weekly,"2024-04-28 00:00:00",Conventional,1.105730000,1234107.62,726620.25,243753.84,18430.51,245303.01,,,
Pittsburgh,Weekly,"2024-05-19 00:00:00",Conventional,1.174190000,191909.07,106773.13,11045.21,17.40,74073.32,,,
Pittsburgh,Weekly,"2024-05-12 00:00:00",Conventional,1.114620000,213554.87,110777.01,14902.39,19.81,87855.67,,,
Pittsburgh,Weekly,"2024-05-05 00:00:00",Conventional,1.042670000,286019.23,149016.03,39217.18,48.87,97737.14,,,
Pittsburgh,Weekly,"2024-04-28 00:00:00",Conventional,1.024290000,222819.83,121056.99,8314.46,19.78,93428.60,,,
Portland,Weekly,"2024-05-19 00:00:00",Conventional,1.306330000,764602.86,346611.66,270780.08,37891.70,109319.41,,,
Portland,Weekly,"2024-05-12 00:00:00",Conventional,1.448290000,647483.37,252907.03,267699.25,38038.51,88838.58,,,
Portland,Weekly,"2024-05-05 00:00:00",Conventional,1.229840000,814394.19,395265.97,291913.74,33209.10,94005.38,,,
Portland,Weekly,"2024-04-28 00:00:00",Conventional,1.471610000,593124.68,303746.88,156926.44,35816.05,96635.30,,,
Providence,Weekly,"2024-05-19 00:00:00",Conventional,1.370010000,109620.47,24627.61,54016.74,23.45,30952.68,,,
Providence,Weekly,"2024-05-12 00:00:00",Conventional,1.198710000,164923.06,37483.11,93983.79,302.72,33153.43,,,
Providence,Weekly,"2024-05-05 00:00:00",Conventional,1.020080000,157710.41,38031.02,79284.80,499.85,39894.73,,,
Providence,Weekly,"2024-04-28 00:00:00",Conventional,1.211820000,130643.23,31300.58,53040.59,527.43,45774.63,,,
Raleigh/Greensboro,Weekly,"2024-05-19 00:00:00",Conventional,1.245380000,502948.50,210823.19,77778.23,362.59,213984.49,,,
Raleigh/Greensboro,Weekly,"2024-05-12 00:00:00",Conventional,1.212680000,485969.85,189422.45,73534.61,300.87,222711.93,,,
Raleigh/Greensboro,Weekly,"2024-05-05 00:00:00",Conventional,1.008420000,697905.80,351560.60,126121.12,569.18,219654.89,,,
Raleigh/Greensboro,Weekly,"2024-04-28 00:00:00",Conventional,1.148020000,553232.38,255945.60,73857.77,331.94,223097.06,,,
Richmond/Norfolk,Weekly,"2024-05-19 00:00:00",Conventional,1.173140000,353204.56,156777.06,61170.49,105.52,135151.50,,,
Richmond/Norfolk,Weekly,"2024-05-12 00:00:00",Conventional,1.126740000,381236.80,179758.06,64323.58,118.00,137037.16,,,
Richmond/Norfolk,Weekly,"2024-05-05 00:00:00",Conventional,0.988440000,507518.38,284915.32,89984.76,154.94,132463.34,,,
Richmond/Norfolk,Weekly,"2024-04-28 00:00:00",Conventional,1.151720000,394292.90,179271.69,82375.58,131.15,132514.47,,,
Roanoke,Weekly,"2024-05-19 00:00:00",Conventional,1.163670000,198425.95,104011.13,28658.68,512.20,65243.94,,,
Roanoke,Weekly,"2024-05-12 00:00:00",Conventional,1.090390000,230427.25,127224.40,30799.09,382.78,72020.97,,,
Roanoke,Weekly,"2024-05-05 00:00:00",Conventional,0.983250000,295440.59,184406.69,39854.70,486.39,70692.81,,,
Roanoke,Weekly,"2024-04-28 00:00:00",Conventional,1.118300000,237575.45,119237.62,46058.04,407.60,71872.19,,,
Sacramento,Weekly,"2024-05-19 00:00:00",Conventional,1.208710000,530576.98,316423.10,92232.35,5392.45,116529.07,,,
Sacramento,Weekly,"2024-05-12 00:00:00",Conventional,1.383280000,482977.94,277687.66,84711.67,6830.81,113747.79,,,
Sacramento,Weekly,"2024-05-05 00:00:00",Conventional,1.231900000,613566.81,384997.62,108201.09,5446.31,114921.79,,,
Sacramento,Weekly,"2024-04-28 00:00:00",Conventional,1.321050000,477559.99,272470.68,86669.02,5269.46,113150.84,,,
"San Diego",Weekly,"2024-05-19 00:00:00",Conventional,1.359960000,555573.52,314942.35,27866.49,61470.53,151294.16,,,
"San Diego",Weekly,"2024-05-12 00:00:00",Conventional,1.315570000,603592.21,351302.95,38012.66,70851.86,143424.74,,,
"San Diego",Weekly,"2024-05-05 00:00:00",Conventional,1.274970000,655623.49,391765.84,36512.47,77051.60,150293.58,,,
"San Diego",Weekly,"2024-04-28 00:00:00",Conventional,1.313720000,568759.19,343617.87,30755.69,44678.98,149706.65,,,
"San Francisco",Weekly,"2024-05-19 00:00:00",Conventional,1.063190000,959966.21,722289.46,75368.36,7045.12,155263.27,,,
"San Francisco",Weekly,"2024-05-12 00:00:00",Conventional,1.413040000,788355.01,547645.15,95835.46,9241.77,135632.63,,,
"San Francisco",Weekly,"2024-05-05 00:00:00",Conventional,0.998950000,1155986.70,917183.75,93985.05,6683.83,138134.07,,,
"San Francisco",Weekly,"2024-04-28 00:00:00",Conventional,1.359800000,782212.13,584655.80,58643.18,6813.60,132099.55,,,
Seattle,Weekly,"2024-05-19 00:00:00",Conventional,1.820460000,547522.86,206093.68,248467.66,841.48,92120.03,,,
Seattle,Weekly,"2024-05-12 00:00:00",Conventional,1.783020000,530711.77,218407.18,220096.62,610.17,91597.80,,,
Seattle,Weekly,"2024-05-05 00:00:00",Conventional,1.564640000,672884.29,329002.87,244825.03,2009.78,97046.60,,,
Seattle,Weekly,"2024-04-28 00:00:00",Conventional,1.678550000,598090.20,234601.60,259834.66,1091.51,102562.42,,,
"South Carolina",Weekly,"2024-05-19 00:00:00",Conventional,1.182550000,661034.92,353177.57,60195.18,109.40,247552.76,,,
"South Carolina",Weekly,"2024-05-12 00:00:00",Conventional,1.158360000,658750.40,346310.28,78145.94,159.74,234134.44,,,
"South Carolina",Weekly,"2024-05-05 00:00:00",Conventional,0.992980000,863232.42,500693.16,125431.33,219.91,236888.02,,,
"South Carolina",Weekly,"2024-04-28 00:00:00",Conventional,1.152600000,679958.98,368825.61,77678.54,173.07,233281.77,,,
Spokane,Weekly,"2024-05-19 00:00:00",Conventional,1.609330000,82244.81,37406.77,27792.68,87.95,16957.41,,,
Spokane,Weekly,"2024-05-12 00:00:00",Conventional,1.581120000,82965.83,39422.59,26067.17,111.66,17364.41,,,
Spokane,Weekly,"2024-05-05 00:00:00",Conventional,1.422780000,103138.86,57501.93,27264.07,204.42,18168.43,,,
Spokane,Weekly,"2024-04-28 00:00:00",Conventional,1.492530000,91091.40,41019.22,31513.76,216.53,18341.89,,,
"St. Louis",Weekly,"2024-05-19 00:00:00",Conventional,0.935520000,299125.92,169082.30,11791.21,156.29,118096.11,,,
"St. Louis",Weekly,"2024-05-12 00:00:00",Conventional,0.930510000,312797.16,190186.25,11540.16,156.59,110914.16,,,
"St. Louis",Weekly,"2024-05-05 00:00:00",Conventional,0.831090000,405052.35,270152.72,11623.89,112.43,123163.31,,,
"St. Louis",Weekly,"2024-04-28 00:00:00",Conventional,0.908670000,301961.72,176779.18,11251.65,118.00,113812.89,,,
Syracuse,Weekly,"2024-05-19 00:00:00",Conventional,1.117930000,114030.94,31191.28,33650.09,545.02,48644.56,,,
Syracuse,Weekly,"2024-05-12 00:00:00",Conventional,1.104340000,126100.64,30736.76,37468.44,624.64,57270.80,,,
Syracuse,Weekly,"2024-05-05 00:00:00",Conventional,1.063220000,145158.41,47111.23,45111.45,408.60,52527.13,,,
Syracuse,Weekly,"2024-04-28 00:00:00",Conventional,1.074620000,118054.37,28072.97,37680.81,425.43,51875.16,,,
